item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
11069	bette	10	11125	B EH T IY	4	9e-05	1	0.48840761184692383	0.48840761184692383	0.5115923881530762	0.676811158657074	0.15134680271148682	10.260610580444336	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	BOTH_CORRECT	BOTH_CORRECT
11070	betterment	10	11126	B EH T ER M AH N T	8	9e-05	1	0.48997825384140015	0.48997825384140015	0.5100217461585999	0.6799538135528564	0.29674673080444336	2.0752766132354736	1	B EH T ER M AH N T	1	B EH T ER M AH N T	1	B EH T ER M AH N T	1	B EH T ER M AH N T	1	B EH T ER M AH N T	1	B EH T ER M AH N T	1	B EH T ER M AH N T	1	B EH T ER M AH N T	BOTH_CORRECT	BOTH_CORRECT
11071	betti	10	11127	B EH T IY	4	9e-05	1	0.48840761184692383	0.48840761184692383	0.5115923881530762	0.676811158657074	0.15134680271148682	10.260610580444336	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	1	B EH T IY	BOTH_CORRECT	BOTH_CORRECT
11072	bettor	10	11128	B EH T ER	4	9e-05	1	0.5659216642379761	0.5659216642379761	0.4340783357620239	0.832615315914154	0.09212011098861694	10.372903823852539	1	B EH T ER	1	B EH T ER	1	B EH T ER	1	B EH T ER	1	B EH T ER	1	B EH T ER	1	B EH T ER	1	B EH T ER	BOTH_CORRECT	BOTH_CORRECT
11073	betwixt	10	11129	B IY T W IH K S T	8	9e-05	1	0.496590256690979	0.496590256690979	0.503409743309021	0.6931803822517395	0.37662941217422485	1.7920693159103394	1	B IY T W IH K S T	1	B IY T W IH K S T	1	B IY T W IH K S T	1	B IY T W IH K S T	1	B IY T W IH K S T	1	B IY T W IH K S T	1	B IY T W IH K S T	1	B IY T W IH K S T	BOTH_CORRECT	BOTH_CORRECT
11074	beulah	10	11130	B Y UW L AH	5	9e-05	1	0.4723961055278778	0.4723961055278778	0.5276038944721222	0.6447359919548035	0.22823023796081543	6.243946075439453	1	B Y UW L AH	1	B Y UW L AH	1	B Y UW L AH	1	B Y UW L AH	1	B Y UW L AH	1	B Y UW L AH	1	B Y UW L AH	1	B Y UW L AH	BOTH_CORRECT	BOTH_CORRECT
11075	bevan	10	11131	B EH V AH N	5	9e-05	1	0.4697110950946808	0.4697110950946808	0.5302889049053192	0.6393479108810425	0.23379185795783997	4.853248596191406	1	B EH V AH N	1	B EH V AH N	1	B EH V AH N	1	B EH V AH N	1	B EH V AH N	1	B EH V AH N	1	B EH V AH N	1	B EH V AH N	BOTH_CORRECT	BOTH_CORRECT
11076	bevel	10	11132	B EH V AH L	5	9e-05	1	0.4866971969604492	0.4866971969604492	0.5133028030395508	0.6733881235122681	0.37325629591941833	2.0367608070373535	1	B EH V AH L	1	B EH V AH L	1	B EH V AH L	1	B EH V AH L	1	B EH V AH L	1	B EH V AH L	1	B EH V AH L	1	B EH V AH L	BOTH_CORRECT	BOTH_CORRECT
11077	beveridge	10	11133	B EH V ER IH JH	6	9e-05	1	0.5511996150016785	0.5511996150016785	0.44880038499832153	0.8027594089508057	0.19252300262451172	1.4531350135803223	1	B EH V ER IH JH	1	B EH V ER IH JH	1	B EH V ER IH JH	1	B EH V ER IH JH	1	B EH V ER IH JH	1	B EH V ER IH JH	1	B EH V ER IH JH	1	B EH V ER IH JH	BOTH_CORRECT	BOTH_CORRECT
11078	beverley	10	11134	B EH V ER L IY	6	9e-05	1	0.5276603698730469	0.5276603698730469	0.4723396301269531	0.7553772926330566	0.2461797595024109	1.416468620300293	1	B EH V ER L IY	1	B EH V ER L IY	1	B EH V ER L IY	1	B EH V ER L IY	1	B EH V ER L IY	1	B EH V ER L IY	1	B EH V ER L IY	1	B EH V ER L IY	BOTH_CORRECT	BOTH_CORRECT
11079	bevin	10	11135	B EH V IH N	5	9e-05	1	0.42633238434791565	0.42633238434791565	0.5736676156520844	0.5515846014022827	0.1831395924091339	23.49258041381836	1	B EH V IH N	1	B EH V IH N	1	B EH V IH N	1	B EH V IH N	1	B EH V IH N	1	B EH V IH N	1	B EH V IH N	1	B EH V IH N	BOTH_CORRECT	BOTH_CORRECT
11080	bevy	10	11136	B EH V IY	4	9e-05	1	0.4794704020023346	0.4794704020023346	0.5205295979976654	0.6589177250862122	0.22818607091903687	3.6904406547546387	1	B EH V IY	1	B EH V IY	1	B EH V IY	1	B EH V IY	1	B EH V IY	1	B EH V IY	1	B EH V IY	1	B EH V IY	BOTH_CORRECT	BOTH_CORRECT
11081	beware	10	11137	B IH W EH R	5	9e-05	1	0.5181067585945129	0.5181067585945129	0.48189324140548706	0.7362293601036072	0.34421879053115845	1.3623571395874023	1	B IH W EH R	1	B IH W EH R	1	B IH W EH R	1	B IH W EH R	1	B IH W EH R	1	B IH W EH R	1	B IH W EH R	1	B IH W EH R	BOTH_CORRECT	BOTH_CORRECT
11082	bewilder	10	11138	B IH W IH L D ER	7	9e-05	1	0.4999198913574219	0.4999198913574219	0.5000801086425781	0.6998397707939148	0.26508092880249023	2.9811882972717285	1	B IH W IH L D ER	1	B IH W IH L D ER	1	B IH W IH L D ER	1	B IH W IH L D ER	1	B IH W IH L D ER	1	B IH W IH L D ER	1	B IH W IH L D ER	1	B IH W IH L D ER	BOTH_CORRECT	BOTH_CORRECT
11083	bewildering	10	11139	B IH W IH L D ER IH NG	9	9e-05	1	0.5398711562156677	0.5398711562156677	0.4601288437843323	0.779911994934082	0.256585955619812	1.428467035293579	1	B IH W IH L D ER IH NG	1	B IH W IH L D ER IH NG	1	B IH W IH L D ER IH NG	1	B IH W IH L D ER IH NG	1	B IH W IH L D ER IH NG	1	B IH W IH L D ER IH NG	1	B IH W IH L D ER IH NG	1	B IH W IH L D ER IH NG	BOTH_CORRECT	BOTH_CORRECT
11084	bewitch	10	11140	B IH W IH CH	5	9e-05	1	0.5104409456253052	0.5104409456253052	0.4895590543746948	0.7208849191665649	0.2451496422290802	3.4084086418151855	1	B IH W IH CH	1	B IH W IH CH	1	B IH W IH CH	1	B IH W IH CH	1	B IH W IH CH	1	B IH W IH CH	1	B IH W IH CH	1	B IH W IH CH	BOTH_CORRECT	BOTH_CORRECT
11085	bexley	10	11141	B EH K S L IY	6	9e-05	1	0.527201771736145	0.527201771736145	0.472798228263855	0.7544573545455933	0.3163757622241974	1.3084880113601685	1	B EH K S L IY	1	B EH K S L IY	1	B EH K S L IY	1	B EH K S L IY	1	B EH K S L IY	1	B EH K S L IY	1	B EH K S L IY	1	B EH K S L IY	BOTH_CORRECT	BOTH_CORRECT
11086	bey	10	11142	B EY	2	9e-05	1	0.4751841425895691	0.4751841425895691	0.5248158574104309	0.6503274440765381	0.12556397914886475	9.037792205810547	1	B EY	1	B EY	1	B EY	1	B EY	1	B EY	1	B EY	1	B EY	1	B EY	BOTH_CORRECT	BOTH_CORRECT
11087	beyer	10	11143	B EY ER	3	9e-05	1	0.49693530797958374	0.49693530797958374	0.5030646920204163	0.693870484828949	0.19478261470794678	2.8997631072998047	1	B EY ER	1	B EY ER	1	B EY ER	1	B EY ER	1	B EY ER	1	B EY ER	1	B EY ER	1	B EY ER	BOTH_CORRECT	BOTH_CORRECT
11088	bharat	10	11144	B AA R AA T	5	9e-05	1	0.4984998404979706	0.4984998404979706	0.5015001595020294	0.6969996690750122	0.3657158315181732	1.510603427886963	1	B AA R AA T	1	B AA R AA T	1	B AA R AA T	1	B AA R AA T	1	B AA R AA T	1	B AA R AA T	1	B AA R AA T	1	B AA R AA T	BOTH_CORRECT	BOTH_CORRECT
11089	bhopal	10	11145	B OW P AA L	5	9e-05	1	0.5232165455818176	0.5232165455818176	0.4767834544181824	0.7464663982391357	0.3150324821472168	1.1151570081710815	1	B OW P AA L	1	B OW P AA L	1	B OW P AA L	1	B OW P AA L	1	B OW P AA L	1	B OW P AA L	1	B OW P AA L	1	B OW P AA L	BOTH_CORRECT	BOTH_CORRECT
11090	bhutto	10	11146	B UW T OW	4	9e-05	1	0.4897756576538086	0.4897756576538086	0.5102243423461914	0.679548442363739	0.14183318614959717	3.2359323501586914	1	B UW T OW	1	B UW T OW	1	B UW T OW	1	B UW T OW	1	B UW T OW	1	B UW T OW	1	B UW T OW	1	B UW T OW	BOTH_CORRECT	BOTH_CORRECT
11091	bialy	10	11147	B IY AA L IY	5	9e-05	1	0.49986496567726135	0.49986496567726135	0.5001350343227386	0.6997299790382385	0.3760622441768646	1.8601114749908447	1	B IY AA L IY	1	B IY AA L IY	1	B IY AA L IY	1	B IY AA L IY	1	B IY AA L IY	1	B IY AA L IY	1	B IY AA L IY	1	B IY AA L IY	BOTH_CORRECT	BOTH_CORRECT
11092	bianca	10	11148	B IY AA NG K AH	6	9e-05	1	0.5146938562393188	0.5146938562393188	0.48530614376068115	0.7293962240219116	0.2520112097263336	1.8397760391235352	1	B IY AA NG K AH	1	B IY AA NG K AH	1	B IY AA NG K AH	1	B IY AA NG K AH	1	B IY AA NG K AH	1	B IY AA NG K AH	1	B IY AA NG K AH	1	B IY AA NG K AH	BOTH_CORRECT	BOTH_CORRECT
11093	biannual	10	11149	B AY AE N UW AH L	7	9e-05	1	0.5289364457130432	0.5289364457130432	0.4710635542869568	0.7579376101493835	0.21050900220870972	1.2251735925674438	1	B AY AE N UW AH L	1	B AY AE N UW AH L	1	B AY AE N UW AH L	1	B AY AE N UW AH L	1	B AY AE N UW AH L	1	B AY AE N UW AH L	1	B AY AE N UW AH L	1	B AY AE N UW AH L	BOTH_CORRECT	BOTH_CORRECT
11094	biaxial	10	11150	B AY AE K S IY AH L	8	9e-05	1	0.5075352191925049	0.5075352191925049	0.4924647808074951	0.7150715589523315	0.3053600490093231	1.5178881883621216	1	B AY AE K S IY AH L	1	B AY AE K S IY AH L	1	B AY AE K S IY AH L	1	B AY AE K S IY AH L	1	B AY AE K S IY AH L	1	B AY AE K S IY AH L	1	B AY AE K S IY AH L	1	B AY AE K S IY AH L	BOTH_CORRECT	BOTH_CORRECT
11095	bib	10	11151	B IH B	3	9e-05	1	0.5020241737365723	0.5020241737365723	0.49797582626342773	0.7040483951568604	0.25736096501350403	1.9903137683868408	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	BOTH_CORRECT	BOTH_CORRECT
11096	bibb	10	11152	B IH B	3	9e-05	1	0.5020241737365723	0.5020241737365723	0.49797582626342773	0.7040483951568604	0.25736096501350403	1.9903137683868408	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	1	B IH B	BOTH_CORRECT	BOTH_CORRECT
11097	bic	10	11153	B IH K	3	9e-05	1	0.46421775221824646	0.46421775221824646	0.5357822477817535	0.6283130049705505	0.2881648540496826	4.357061386108398	1	B IH K	1	B IH K	1	B IH K	1	B IH K	1	B IH K	1	B IH K	1	B IH K	1	B IH K	BOTH_CORRECT	BOTH_CORRECT
11098	bice	10	11154	B AY S	3	9e-05	1	0.49120473861694336	0.49120473861694336	0.5087952613830566	0.6824076175689697	0.3477003872394562	2.591867446899414	1	B AY S	1	B AY S	1	B AY S	1	B AY S	1	B AY S	1	B AY S	1	B AY S	1	B AY S	BOTH_CORRECT	BOTH_CORRECT
11099	bicep	10	11155	B AY S EH P	5	9e-05	1	0.5023177266120911	0.5023177266120911	0.49768227338790894	0.704635500907898	0.05293238162994385	3.5543627738952637	1	B AY S EH P	1	B AY S EH P	1	B AY S EH P	1	B AY S EH P	1	B AY S EH P	1	B AY S EH P	1	B AY S EH P	1	B AY S EH P	BOTH_CORRECT	BOTH_CORRECT
11100	biceps	10	11156	B AY S EH P S	6	9e-05	1	0.5372326374053955	0.5372326374053955	0.4627673625946045	0.7746033072471619	0.13492906093597412	1.9489389657974243	1	B AY S EH P S	1	B AY S EH P S	1	B AY S EH P S	1	B AY S EH P S	1	B AY S EH P S	1	B AY S EH P S	1	B AY S EH P S	1	B AY S EH P S	BOTH_CORRECT	BOTH_CORRECT
11101	bicker	10	11157	B IH K ER	4	9e-05	1	0.486357182264328	0.486357182264328	0.513642817735672	0.6727075576782227	0.3272562026977539	2.3350937366485596	1	B IH K ER	1	B IH K ER	1	B IH K ER	1	B IH K ER	1	B IH K ER	1	B IH K ER	1	B IH K ER	1	B IH K ER	BOTH_CORRECT	BOTH_CORRECT
11102	bicuspid	10	11158	B AY K AH S P AH D	8	9e-05	1	0.5072653293609619	0.5072653293609619	0.4927346706390381	0.7145317196846008	0.3076537251472473	1.679795503616333	1	B AY K AH S P AH D	1	B AY K AH S P AH D	1	B AY K AH S P AH D	1	B AY K AH S P AH D	1	B AY K AH S P AH D	1	B AY K AH S P AH D	1	B AY K AH S P AH D	1	B AY K AH S P AH D	BOTH_CORRECT	BOTH_CORRECT
11103	bicyclist	10	11159	B AY S IH K L IH S T	9	9e-05	1	0.5423948764801025	0.5423948764801025	0.45760512351989746	0.7849938273429871	0.31013327836990356	1.156562089920044	1	B AY S IH K L IH S T	1	B AY S IH K L IH S T	1	B AY S IH K L IH S T	1	B AY S IH K L IH S T	1	B AY S IH K L IH S T	1	B AY S IH K L IH S T	1	B AY S IH K L IH S T	1	B AY S IH K L IH S T	BOTH_CORRECT	BOTH_CORRECT
11104	bidden	10	11161	B IH D IH N	5	9e-05	1	0.498684823513031	0.498684823513031	0.501315176486969	0.6973696351051331	0.3271673023700714	2.496706247329712	1	B IH D IH N	1	B IH D IH N	1	B IH D IH N	1	B IH D IH N	1	B IH D IH N	1	B IH D IH N	1	B IH D IH N	1	B IH D IH N	BOTH_CORRECT	BOTH_CORRECT
11105	biddle	10	11162	B IH D AH L	5	9e-05	1	0.4749363660812378	0.4749363660812378	0.5250636339187622	0.6498306393623352	0.3144678771495819	2.952207565307617	1	B IH D AH L	1	B IH D AH L	1	B IH D AH L	1	B IH D AH L	1	B IH D AH L	1	B IH D AH L	1	B IH D AH L	1	B IH D AH L	BOTH_CORRECT	BOTH_CORRECT
11106	biddy	10	11163	B IH D IY	4	9e-05	1	0.49018996953964233	0.49018996953964233	0.5098100304603577	0.6803773641586304	0.34978196024894714	3.1158251762390137	1	B IH D IY	1	B IH D IY	1	B IH D IY	1	B IH D IY	1	B IH D IY	1	B IH D IY	1	B IH D IY	1	B IH D IY	BOTH_CORRECT	BOTH_CORRECT
11107	bide	10	11164	B AY D	3	9e-05	1	0.45604169368743896	0.45604169368743896	0.543958306312561	0.6118558049201965	0.2362152338027954	10.942312240600586	1	B AY D	1	B AY D	1	B AY D	1	B AY D	1	B AY D	1	B AY D	1	B AY D	1	B AY D	BOTH_CORRECT	BOTH_CORRECT
11108	biden	10	11165	B AY D AH N	5	9e-05	1	0.5219310522079468	0.5219310522079468	0.4780689477920532	0.7438902258872986	0.27182579040527344	1.250427484512329	1	B AY D AH N	1	B AY D AH N	1	B AY D AH N	1	B AY D AH N	1	B AY D AH N	1	B AY D AH N	1	B AY D AH N	1	B AY D AH N	BOTH_CORRECT	BOTH_CORRECT
11109	biedermeier	10	11166	B IY D ER M AY R	7	9e-05	1	0.5051240921020508	0.5051240921020508	0.4948759078979492	0.7102485299110413	0.25292307138442993	2.1030170917510986	1	B IY D ER M AY R	1	B IY D ER M AY R	1	B IY D ER M AY R	1	B IY D ER M AY R	1	B IY D ER M AY R	1	B IY D ER M AY R	1	B IY D ER M AY R	1	B IY D ER M AY R	BOTH_CORRECT	BOTH_CORRECT
11110	biel	10	11167	B IY L	3	9e-05	1	0.4791732430458069	0.4791732430458069	0.5208267569541931	0.6583223938941956	0.2871653735637665	2.6828880310058594	1	B IY L	1	B IY L	1	B IY L	1	B IY L	1	B IY L	1	B IY L	1	B IY L	1	B IY L	BOTH_CORRECT	BOTH_CORRECT
11111	bielefeld	10	11168	B IY L IH F EH L D	8	9e-05	1	0.5083596110343933	0.5083596110343933	0.4916403889656067	0.7167208194732666	0.18107599020004272	1.8154066801071167	1	B IY L IH F EH L D	1	B IY L IH F EH L D	0	B ER L IH NG T AH N	1	B IY L IH F EH L D	1	B IY L IH F EH L D	1	B IY L IH F EH L D	0	B ER L IH NG T AH N	1	B IY L IH F EH L D	WM_ONLY_CORRECT	WM_ONLY_CORRECT
11112	biennial	10	11169	B AY EH N IY AH L	7	9e-05	1	0.530877947807312	0.530877947807312	0.469122052192688	0.7618345022201538	0.24086809158325195	1.1124072074890137	1	B AY EH N IY AH L	1	B AY EH N IY AH L	1	B AY EH N IY AH L	1	B AY EH N IY AH L	1	B AY EH N IY AH L	1	B AY EH N IY AH L	1	B AY EH N IY AH L	1	B AY EH N IY AH L	BOTH_CORRECT	BOTH_CORRECT
11113	bier	10	11170	B IY R	3	9e-05	1	0.47447285056114197	0.47447285056114197	0.525527149438858	0.6489012837409973	0.35175418853759766	3.19779634475708	1	B IY R	1	B IY R	1	B IY R	1	B IY R	1	B IY R	1	B IY R	1	B IY R	1	B IY R	BOTH_CORRECT	BOTH_CORRECT
11114	bierce	10	11171	B IH R S	4	9e-05	1	0.4845638871192932	0.4845638871192932	0.5154361128807068	0.6691179275512695	0.33652669191360474	2.3038015365600586	1	B IH R S	1	B IH R S	1	B IH R S	1	B IH R S	1	B IH R S	1	B IH R S	1	B IH R S	1	B IH R S	BOTH_CORRECT	BOTH_CORRECT
11115	biff	10	11172	B IH F	3	9e-05	1	0.5083980560302734	0.5083980560302734	0.49160194396972656	0.7167977094650269	0.3422792851924896	1.6296145915985107	1	B IH F	1	B IH F	1	B IH F	1	B IH F	1	B IH F	1	B IH F	1	B IH F	1	B IH F	BOTH_CORRECT	BOTH_CORRECT
11116	bifocal	10	11173	B AY F OW K AH L	7	9e-05	1	0.5132033228874207	0.5132033228874207	0.48679667711257935	0.7264127731323242	0.23220881819725037	1.6427643299102783	1	B AY F OW K AH L	1	B AY F OW K AH L	1	B AY F OW K AH L	1	B AY F OW K AH L	1	B AY F OW K AH L	1	B AY F OW K AH L	1	B AY F OW K AH L	1	B AY F OW K AH L	BOTH_CORRECT	BOTH_CORRECT
11117	bifocals	10	11174	B AY F OW K AH L Z	8	8.9e-05	1	0.5220258235931396	0.5220258235931396	0.47797417640686035	0.7440801858901978	0.2719170153141022	1.5088640451431274	1	B AY F OW K AH L Z	1	B AY F OW K AH L Z	1	B AY F OW K AH L Z	1	B AY F OW K AH L Z	1	B AY F OW K AH L Z	1	B AY F OW K AH L Z	1	B AY F OW K AH L Z	1	B AY F OW K AH L Z	BOTH_CORRECT	BOTH_CORRECT
11118	bifurcate	10	11175	B IH F ER K EY T	7	8.9e-05	1	0.5050841569900513	0.5050841569900513	0.49491584300994873	0.7101686596870422	0.3309003710746765	1.823297142982483	1	B IH F ER K EY T	1	B IH F ER K EY T	1	B IH F ER K EY T	1	B IH F ER K EY T	1	B IH F ER K EY T	1	B IH F ER K EY T	1	B IH F ER K EY T	1	B IH F ER K EY T	BOTH_CORRECT	BOTH_CORRECT
11119	bifurcation	10	11176	B IH F ER K EY SH AH N	9	8.9e-05	1	0.5170894265174866	0.5170894265174866	0.4829105734825134	0.7341921329498291	0.3579302430152893	1.3548228740692139	1	B IH F ER K EY SH AH N	1	B IH F ER K EY SH AH N	1	B IH F ER K EY SH AH N	1	B IH F ER K EY SH AH N	1	B IH F ER K EY SH AH N	1	B IH F ER K EY SH AH N	1	B IH F ER K EY SH AH N	1	B IH F ER K EY SH AH N	BOTH_CORRECT	BOTH_CORRECT
11120	bigfoot	10	11177	B IH G F UH T	6	8.9e-05	1	0.5413034558296204	0.5413034558296204	0.45869654417037964	0.7827956080436707	0.4259198307991028	1.0400416851043701	1	B IH G F UH T	1	B IH G F UH T	1	B IH G F UH T	1	B IH G F UH T	1	B IH G F UH T	1	B IH G F UH T	1	B IH G F UH T	1	B IH G F UH T	BOTH_CORRECT	BOTH_CORRECT
11121	biggie	10	11178	B IH G IY	4	8.9e-05	1	0.4675469696521759	0.4675469696521759	0.5324530303478241	0.635002613067627	0.30016979575157166	4.731095314025879	1	B IH G IY	1	B IH G IY	1	B IH G IY	1	B IH G IY	1	B IH G IY	1	B IH G IY	1	B IH G IY	1	B IH G IY	BOTH_CORRECT	BOTH_CORRECT
11122	bighearted	10	11179	B IH G HH AA R T IH D	9	8.9e-05	1	0.48935210704803467	0.48935210704803467	0.5106478929519653	0.6787009835243225	0.32316455245018005	2.7470033168792725	1	B IH G HH AA R T IH D	1	B IH G HH AA R T IH D	1	B IH G HH AA R T IH D	1	B IH G HH AA R T IH D	1	B IH G HH AA R T IH D	1	B IH G HH AA R T IH D	1	B IH G HH AA R T IH D	1	B IH G HH AA R T IH D	BOTH_CORRECT	BOTH_CORRECT
11123	bighorn	10	11180	B IH G HH AO R N	7	8.9e-05	1	0.47258368134498596	0.47258368134498596	0.527416318655014	0.6451123356819153	0.23414063453674316	3.3040056228637695	1	B IH G HH AO R N	1	B IH G HH AO R N	0	P AA T AH	1	B IH G HH AO R N	1	B IH G HH AO R N	1	B IH G HH AO R N	0	P AA T AH	1	B IH G HH AO R N	WM_ONLY_CORRECT	WM_ONLY_CORRECT
11124	bight	10	11181	B AY T	3	8.9e-05	1	0.5051082372665405	0.5051082372665405	0.4948917627334595	0.7102168202400208	0.1412971019744873	2.143308639526367	1	B AY T	1	B AY T	1	B AY T	1	B AY T	1	B AY T	1	B AY T	1	B AY T	1	B AY T	BOTH_CORRECT	BOTH_CORRECT
11125	bigness	10	11182	B IH G N AH S	6	8.9e-05	1	0.5137004256248474	0.5137004256248474	0.4862995743751526	0.7274077534675598	0.31029680371284485	2.199733257293701	1	B IH G N AH S	1	B IH G N AH S	1	B IH G N AH S	1	B IH G N AH S	1	B IH G N AH S	1	B IH G N AH S	1	B IH G N AH S	1	B IH G N AH S	BOTH_CORRECT	BOTH_CORRECT
11126	bigot	10	11183	B IH G AH T	5	8.9e-05	1	0.48822706937789917	0.48822706937789917	0.5117729306221008	0.6764497756958008	0.21999314427375793	3.315077781677246	1	B IH G AH T	1	B IH G AH T	1	B IH G AH T	1	B IH G AH T	1	B IH G AH T	1	B IH G AH T	1	B IH G AH T	1	B IH G AH T	BOTH_CORRECT	BOTH_CORRECT
11127	bigotry	10	11184	B IH G AH T R IY	7	8.9e-05	1	0.5400657653808594	0.5400657653808594	0.4599342346191406	0.7803036570549011	0.12171006202697754	3.0267233848571777	1	B IH G AH T R IY	1	B IH G AH T R IY	0	P AE T AH T IH S T	1	B IH G AH T R IY	1	B IH G AH T R IY	1	B IH G AH T R IY	0	P AE T AH T IH S T	1	B IH G AH T R IY	WM_ONLY_CORRECT	WM_ONLY_CORRECT
11128	bigwig	10	11185	B IH G W IH G	6	8.9e-05	1	0.5003777742385864	0.5003777742385864	0.4996222257614136	0.7007555365562439	0.3513067960739136	2.2659809589385986	1	B IH G W IH G	1	B IH G W IH G	1	B IH G W IH G	1	B IH G W IH G	1	B IH G W IH G	1	B IH G W IH G	1	B IH G W IH G	1	B IH G W IH G	BOTH_CORRECT	BOTH_CORRECT
11129	bihari	10	11186	B IH HH AA R IY	6	8.9e-05	1	0.5171252489089966	0.5171252489089966	0.4828747510910034	0.7342638969421387	0.29443585872650146	1.2574385404586792	1	B IH HH AA R IY	1	B IH HH AA R IY	1	B IH HH AA R IY	1	B IH HH AA R IY	1	B IH HH AA R IY	1	B IH HH AA R IY	1	B IH HH AA R IY	1	B IH HH AA R IY	BOTH_CORRECT	BOTH_CORRECT
11130	biker	10	11187	B AY K ER	4	8.9e-05	1	0.4997997581958771	0.4997997581958771	0.5002002418041229	0.6995995044708252	0.20947054028511047	1.9627410173416138	1	B AY K ER	1	B AY K ER	1	B AY K ER	1	B AY K ER	1	B AY K ER	1	B AY K ER	1	B AY K ER	1	B AY K ER	BOTH_CORRECT	BOTH_CORRECT
11131	biko	10	11188	B IY K OW	4	8.9e-05	1	0.49717840552330017	0.49717840552330017	0.5028215944766998	0.6943567395210266	0.35492411255836487	1.5102537870407104	1	B IY K OW	1	B IY K OW	1	B IY K OW	1	B IY K OW	1	B IY K OW	1	B IY K OW	1	B IY K OW	1	B IY K OW	BOTH_CORRECT	BOTH_CORRECT
11132	bilateral	10	11189	B AY L AE T ER AH L	8	8.9e-05	1	0.5085081458091736	0.5085081458091736	0.4914918541908264	0.7170179486274719	0.19856441020965576	2.984531879425049	1	B AY L AE T ER AH L	1	B AY L AE T ER AH L	1	B AY L AE T ER AH L	1	B AY L AE T ER AH L	1	B AY L AE T ER AH L	1	B AY L AE T ER AH L	1	B AY L AE T ER AH L	1	B AY L AE T ER AH L	BOTH_CORRECT	BOTH_CORRECT
11133	bilbao	10	11190	B IH L B AW	5	8.9e-05	1	0.5031365752220154	0.5031365752220154	0.4968634247779846	0.7062732577323914	0.21682029962539673	1.8165026903152466	1	B IH L B AW	1	B IH L B AW	0	B IH L D AW T	1	B IH L B AW	1	B IH L B AW	1	B IH L B AW	0	B IH L D AW T	1	B IH L B AW	WM_ONLY_CORRECT	WM_ONLY_CORRECT
11134	bilbo	10	11191	B IH L B OW	5	8.9e-05	1	0.4964715540409088	0.4964715540409088	0.5035284459590912	0.6929430365562439	0.22225108742713928	2.0019021034240723	1	B IH L B OW	1	B IH L B OW	1	B IH L B OW	1	B IH L B OW	1	B IH L B OW	1	B IH L B OW	1	B IH L B OW	1	B IH L B OW	BOTH_CORRECT	BOTH_CORRECT
11135	bile	10	11192	B AY L	3	8.9e-05	1	0.4728354513645172	0.4728354513645172	0.5271645486354828	0.6456173062324524	0.25570157170295715	3.967250347137451	1	B AY L	1	B AY L	1	B AY L	1	B AY L	1	B AY L	1	B AY L	1	B AY L	1	B AY L	BOTH_CORRECT	BOTH_CORRECT
11136	bilingual	10	11193	B AY L IH NG G W AH L	9	8.9e-05	1	0.5223796963691711	0.5223796963691711	0.47762030363082886	0.7447892427444458	0.2673986852169037	1.3689996004104614	1	B AY L IH NG G W AH L	1	B AY L IH NG G W AH L	1	B AY L IH NG G W AH L	1	B AY L IH NG G W AH L	1	B AY L IH NG G W AH L	1	B AY L IH NG G W AH L	1	B AY L IH NG G W AH L	1	B AY L IH NG G W AH L	BOTH_CORRECT	BOTH_CORRECT
11137	bilious	10	11194	B IH L IY AH S	6	8.9e-05	1	0.4953882396221161	0.4953882396221161	0.5046117603778839	0.6907761693000793	0.31482994556427	3.9440300464630127	1	B IH L IY AH S	1	B IH L IY AH S	1	B IH L IY AH S	1	B IH L IY AH S	1	B IH L IY AH S	1	B IH L IY AH S	1	B IH L IY AH S	1	B IH L IY AH S	BOTH_CORRECT	BOTH_CORRECT
11138	bilk	10	11195	B IH L K	4	8.9e-05	1	0.4625948369503021	0.4625948369503021	0.5374051630496979	0.6250497102737427	0.2690652012825012	5.001553535461426	1	B IH L K	1	B IH L K	1	B IH L K	1	B IH L K	1	B IH L K	1	B IH L K	1	B IH L K	1	B IH L K	BOTH_CORRECT	BOTH_CORRECT
11139	billboard	10	11196	B IH L B AO R D	7	8.9e-05	1	0.508844256401062	0.508844256401062	0.491155743598938	0.7176902890205383	0.15747606754302979	2.8113718032836914	1	B IH L B AO R D	1	B IH L B AO R D	1	B IH L B AO R D	1	B IH L B AO R D	1	B IH L B AO R D	1	B IH L B AO R D	1	B IH L B AO R D	1	B IH L B AO R D	BOTH_CORRECT	BOTH_CORRECT
