item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
10479	badlands	10	10522	B AE D L AE N D Z	8	9.5e-05	1	0.49853503704071045	0.49853503704071045	0.5014649629592896	0.6970700025558472	0.29992571473121643	1.8247177600860596	1	B AE D L AE N D Z	1	B AE D L AE N D Z	1	B AE D L AE N D Z	1	B AE D L AE N D Z	1	B AE D L AE N D Z	1	B AE D L AE N D Z	1	B AE D L AE N D Z	1	B AE D L AE N D Z	BOTH_CORRECT	BOTH_CORRECT
10480	badman	10	10523	B AE D M AH N	6	9.5e-05	1	0.5066354870796204	0.5066354870796204	0.49336451292037964	0.7132716774940491	0.3833506405353546	1.401078224182129	1	B AE D M AH N	1	B AE D M AH N	0	D UW AH L	1	B AE D M AH N	1	B AE D M AH N	1	B AE D M AH N	0	D UW AH L	1	B AE D M AH N	WM_ONLY_CORRECT	WM_ONLY_CORRECT
10481	badminton	10	10524	B AE D M IH N T AH N	9	9.5e-05	1	0.5510842204093933	0.5510842204093933	0.4489157795906067	0.8025261759757996	0.1511843204498291	1.5626792907714844	1	B AE D M IH N T AH N	1	B AE D M IH N T AH N	1	B AE D M IH N T AH N	1	B AE D M IH N T AH N	1	B AE D M IH N T AH N	1	B AE D M IH N T AH N	1	B AE D M IH N T AH N	1	B AE D M IH N T AH N	BOTH_CORRECT	BOTH_CORRECT
10482	badness	10	10525	B AE D N AH S	6	9.5e-05	1	0.5101151466369629	0.5101151466369629	0.4898848533630371	0.7202330231666565	0.3213287591934204	2.504941463470459	1	B AE D N AH S	1	B AE D N AH S	1	B AE D N AH S	1	B AE D N AH S	1	B AE D N AH S	1	B AE D N AH S	1	B AE D N AH S	1	B AE D N AH S	BOTH_CORRECT	BOTH_CORRECT
10483	baedeker	10	10526	B EY D AH K ER	6	9.5e-05	1	0.4914863109588623	0.4914863109588623	0.5085136890411377	0.6829710602760315	0.347126305103302	1.8340554237365723	1	B EY D AH K ER	1	B EY D AH K ER	1	B EY D AH K ER	1	B EY D AH K ER	1	B EY D AH K ER	1	B EY D AH K ER	1	B EY D AH K ER	1	B EY D AH K ER	BOTH_CORRECT	BOTH_CORRECT
10484	baez	10	10527	B AY EH Z	4	9.5e-05	1	0.4656407833099365	0.4656407833099365	0.5343592166900635	0.6311730742454529	0.16118106245994568	8.577225685119629	1	B AY EH Z	1	B AY EH Z	1	B AY EH Z	1	B AY EH Z	1	B AY EH Z	1	B AY EH Z	1	B AY EH Z	1	B AY EH Z	BOTH_CORRECT	BOTH_CORRECT
10485	baffle	10	10528	B AE F AH L	5	9.5e-05	1	0.49047577381134033	0.49047577381134033	0.5095242261886597	0.6809492111206055	0.20401501655578613	5.573819160461426	1	B AE F AH L	1	B AE F AH L	1	B AE F AH L	1	B AE F AH L	1	B AE F AH L	1	B AE F AH L	1	B AE F AH L	1	B AE F AH L	BOTH_CORRECT	BOTH_CORRECT
10486	bagel	10	10529	B EY G AH L	5	9.5e-05	1	0.5328460931777954	0.5328460931777954	0.4671539068222046	0.7657869458198547	0.2536036968231201	1.5678470134735107	1	B EY G AH L	1	B EY G AH L	1	B EY G AH L	1	B EY G AH L	1	B EY G AH L	1	B EY G AH L	1	B EY G AH L	1	B EY G AH L	BOTH_CORRECT	BOTH_CORRECT
10487	bagful	10	10530	B AE G F UH L	6	9.5e-05	1	0.5238577723503113	0.5238577723503113	0.4761422276496887	0.747751772403717	0.38028085231781006	1.4060282707214355	1	B AE G F UH L	1	B AE G F UH L	1	B AE G F UH L	1	B AE G F UH L	1	B AE G F UH L	1	B AE G F UH L	1	B AE G F UH L	1	B AE G F UH L	BOTH_CORRECT	BOTH_CORRECT
10488	baggage	10	10531	B AE G AH JH	5	9.5e-05	1	0.5073016285896301	0.5073016285896301	0.4926983714103699	0.7146042585372925	0.0576745867729187	2.578918933868408	1	B AE G AH JH	1	B AE G AH JH	1	B AE G AH JH	1	B AE G AH JH	1	B AE G AH JH	1	B AE G AH JH	1	B AE G AH JH	1	B AE G AH JH	BOTH_CORRECT	BOTH_CORRECT
10489	bagged	10	10532	B AE G D	4	9.5e-05	1	0.5060693025588989	0.5060693025588989	0.4939306974411011	0.7121391892433167	0.2716238796710968	1.4265706539154053	1	B AE G D	1	B AE G D	1	B AE G D	1	B AE G D	1	B AE G D	1	B AE G D	1	B AE G D	1	B AE G D	BOTH_CORRECT	BOTH_CORRECT
10490	baggie	10	10533	B AE G IY	4	9.5e-05	1	0.4920560419559479	0.4920560419559479	0.5079439580440521	0.6841107606887817	0.28619202971458435	4.19628381729126	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	BOTH_CORRECT	BOTH_CORRECT
10491	bagging	10	10535	B AE G IH NG	5	9.5e-05	1	0.5091301798820496	0.5091301798820496	0.49086982011795044	0.7182623744010925	0.2589825689792633	1.5379550457000732	1	B AE G IH NG	1	B AE G IH NG	1	B AE G IH NG	1	B AE G IH NG	1	B AE G IH NG	1	B AE G IH NG	1	B AE G IH NG	1	B AE G IH NG	BOTH_CORRECT	BOTH_CORRECT
10492	baggy	10	10536	B AE G IY	4	9.5e-05	1	0.4920560419559479	0.4920560419559479	0.5079439580440521	0.6841107606887817	0.28619202971458435	4.19628381729126	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	1	B AE G IY	BOTH_CORRECT	BOTH_CORRECT
10493	bagman	10	10537	B AE G M AH N	6	9.5e-05	1	0.5081477761268616	0.5081477761268616	0.4918522238731384	0.7162969708442688	0.31939786672592163	1.9110593795776367	1	B AE G M AH N	1	B AE G M AH N	1	B AE G M AH N	1	B AE G M AH N	1	B AE G M AH N	1	B AE G M AH N	1	B AE G M AH N	1	B AE G M AH N	BOTH_CORRECT	BOTH_CORRECT
10494	bagpipe	10	10538	B AE G P AY P	6	9.5e-05	1	0.5140427947044373	0.5140427947044373	0.48595720529556274	0.7280929684638977	0.2839069366455078	1.4099153280258179	1	B AE G P AY P	1	B AE G P AY P	1	B AE G P AY P	1	B AE G P AY P	1	B AE G P AY P	1	B AE G P AY P	1	B AE G P AY P	1	B AE G P AY P	BOTH_CORRECT	BOTH_CORRECT
10495	bagpiper	10	10539	B AE G P AY P ER	7	9.5e-05	1	0.5031929016113281	0.5031929016113281	0.4968070983886719	0.7063858509063721	0.2488970160484314	1.6256537437438965	1	B AE G P AY P ER	1	B AE G P AY P ER	1	B AE G P AY P ER	1	B AE G P AY P ER	1	B AE G P AY P ER	1	B AE G P AY P ER	1	B AE G P AY P ER	1	B AE G P AY P ER	BOTH_CORRECT	BOTH_CORRECT
10496	baguette	10	10540	B AE G EH T	5	9.5e-05	1	0.49532651901245117	0.49532651901245117	0.5046734809875488	0.6906527876853943	0.24198764562606812	2.7588553428649902	1	B AE G EH T	1	B AE G EH T	1	B AE G EH T	1	B AE G EH T	1	B AE G EH T	1	B AE G EH T	1	B AE G EH T	1	B AE G EH T	BOTH_CORRECT	BOTH_CORRECT
10497	bah	10	10541	B AA	2	9.5e-05	1	0.4025155007839203	0.4025155007839203	0.5974844992160797	0.5025025606155396	0.05348101258277893	50.17680740356445	1	B AA	1	B AA	1	B AA	1	B AA	1	B AA	1	B AA	1	B AA	1	B AA	BOTH_CORRECT	BOTH_CORRECT
10498	bahama	10	10542	B AH HH AA M AH	6	9.5e-05	1	0.5025381445884705	0.5025381445884705	0.49746185541152954	0.705076277256012	0.2744278013706207	1.9197436571121216	1	B AH HH AA M AH	1	B AH HH AA M AH	1	B AH HH AA M AH	1	B AH HH AA M AH	1	B AH HH AA M AH	1	B AH HH AA M AH	1	B AH HH AA M AH	1	B AH HH AA M AH	BOTH_CORRECT	BOTH_CORRECT
10499	bahamian	10	10543	B AH HH EY M IY AH N	8	9.5e-05	1	0.5364142060279846	0.5364142060279846	0.4635857939720154	0.7729575634002686	0.1819995641708374	1.3572713136672974	1	B AH HH EY M IY AH N	1	B AH HH EY M IY AH N	1	B AH HH EY M IY AH N	1	B AH HH EY M IY AH N	1	B AH HH EY M IY AH N	1	B AH HH EY M IY AH N	1	B AH HH EY M IY AH N	1	B AH HH EY M IY AH N	BOTH_CORRECT	BOTH_CORRECT
10500	bahia	10	10544	B AA HH IY AH	5	9.5e-05	1	0.5267290472984314	0.5267290472984314	0.4732709527015686	0.7535091638565063	0.2687227129936218	1.3476330041885376	1	B AA HH IY AH	1	B AA HH IY AH	1	B AA HH IY AH	1	B AA HH IY AH	1	B AA HH IY AH	1	B AA HH IY AH	1	B AA HH IY AH	1	B AA HH IY AH	BOTH_CORRECT	BOTH_CORRECT
10501	bahraini	10	10545	B ER EY N IY	5	9.5e-05	1	0.5110598802566528	0.5110598802566528	0.48894011974334717	0.7221232652664185	0.1270751953125	2.3820269107818604	1	B ER EY N IY	1	B ER EY N IY	1	B ER EY N IY	1	B ER EY N IY	1	B ER EY N IY	1	B ER EY N IY	1	B ER EY N IY	1	B ER EY N IY	BOTH_CORRECT	BOTH_CORRECT
10502	baht	10	10546	B AA T	3	9.5e-05	1	0.5140820741653442	0.5140820741653442	0.48591792583465576	0.7281715869903564	0.11149799823760986	6.245837688446045	1	B AA T	1	B AA T	1	B AA T	1	B AA T	1	B AA T	1	B AA T	1	B AA T	1	B AA T	BOTH_CORRECT	BOTH_CORRECT
10503	bail	10	10547	B EY L	3	9.5e-05	1	0.48961666226387024	0.48961666226387024	0.5103833377361298	0.679230272769928	0.24175885319709778	2.4550018310546875	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	BOTH_CORRECT	BOTH_CORRECT
10504	bailie	10	10548	B EY L IY	4	9.5e-05	1	0.5035173892974854	0.5035173892974854	0.49648261070251465	0.7070348858833313	0.2288474142551422	4.088000297546387	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	BOTH_CORRECT	BOTH_CORRECT
10505	bailiff	10	10549	B EY L AH F	5	9.5e-05	1	0.5247712731361389	0.5247712731361389	0.4752287268638611	0.7495830655097961	0.3357790410518646	1.203852653503418	1	B EY L AH F	1	B EY L AH F	1	B EY L AH F	1	B EY L AH F	1	B EY L AH F	1	B EY L AH F	1	B EY L AH F	1	B EY L AH F	BOTH_CORRECT	BOTH_CORRECT
10506	bailiwick	10	10550	B EY L IH W IH K	7	9.5e-05	1	0.531545102596283	0.531545102596283	0.46845489740371704	0.7631740570068359	0.3615589439868927	1.1882885694503784	1	B EY L IH W IH K	1	B EY L IH W IH K	1	B EY L IH W IH K	1	B EY L IH W IH K	1	B EY L IH W IH K	1	B EY L IH W IH K	1	B EY L IH W IH K	1	B EY L IH W IH K	BOTH_CORRECT	BOTH_CORRECT
10507	bailly	10	10551	B EY L IY	4	9.5e-05	1	0.5035173892974854	0.5035173892974854	0.49648261070251465	0.7070348858833313	0.2288474142551422	4.088000297546387	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	1	B EY L IY	BOTH_CORRECT	BOTH_CORRECT
10508	bailor	10	10552	B EY L ER	4	9.5e-05	1	0.4541991651058197	0.4541991651058197	0.5458008348941803	0.608140766620636	0.15879902243614197	9.622169494628906	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	BOTH_CORRECT	BOTH_CORRECT
10509	bailout	10	10553	B EY L AW T	5	9.5e-05	1	0.5086889266967773	0.5086889266967773	0.49131107330322266	0.717379629611969	0.1928662657737732	2.5405795574188232	1	B EY L AW T	1	B EY L AW T	1	B EY L AW T	1	B EY L AW T	1	B EY L AW T	1	B EY L AW T	1	B EY L AW T	1	B EY L AW T	BOTH_CORRECT	BOTH_CORRECT
10510	baird	10	10554	B EH R D	4	9.5e-05	1	0.4791053235530853	0.4791053235530853	0.5208946764469147	0.6581862568855286	0.2806316614151001	3.075410842895508	1	B EH R D	1	B EH R D	1	B EH R D	1	B EH R D	1	B EH R D	1	B EH R D	1	B EH R D	1	B EH R D	BOTH_CORRECT	BOTH_CORRECT
10511	bait	10	10555	B EY T	3	9.5e-05	1	0.5208063721656799	0.5208063721656799	0.47919362783432007	0.7416366934776306	0.2995292544364929	1.3575327396392822	1	B EY T	1	B EY T	1	B EY T	1	B EY T	1	B EY T	1	B EY T	1	B EY T	1	B EY T	BOTH_CORRECT	BOTH_CORRECT
10512	baize	10	10556	B EY Z	3	9.5e-05	1	0.49233993887901306	0.49233993887901306	0.5076600611209869	0.6846786141395569	0.3141598403453827	2.8040056228637695	1	B EY Z	1	B EY Z	1	B EY Z	1	B EY Z	1	B EY Z	1	B EY Z	1	B EY Z	1	B EY Z	BOTH_CORRECT	BOTH_CORRECT
10513	bake	10	10557	B EY K	3	9.5e-05	1	0.5050624012947083	0.5050624012947083	0.49493759870529175	0.710125207901001	0.0662354826927185	21.146671295166016	1	B EY K	1	B EY K	1	B EY K	1	B EY K	1	B EY K	1	B EY K	1	B EY K	1	B EY K	BOTH_CORRECT	BOTH_CORRECT
10514	baked	10	10558	B EY K T	4	9.5e-05	1	0.5165768265724182	0.5165768265724182	0.4834231734275818	0.7331657409667969	0.05114090442657471	23.107051849365234	1	B EY K T	1	B EY K T	1	B EY K T	1	B EY K T	1	B EY K T	1	B EY K T	1	B EY K T	1	B EY K T	BOTH_CORRECT	BOTH_CORRECT
10515	bakersfield	10	10559	B EY K ER Z F IY L D	9	9.5e-05	1	0.5321272611618042	0.5321272611618042	0.4678727388381958	0.7643430829048157	0.13750815391540527	1.734386920928955	1	B EY K ER Z F IY L D	1	B EY K ER Z F IY L D	1	B EY K ER Z F IY L D	1	B EY K ER Z F IY L D	1	B EY K ER Z F IY L D	1	B EY K ER Z F IY L D	1	B EY K ER Z F IY L D	1	B EY K ER Z F IY L D	BOTH_CORRECT	BOTH_CORRECT
10516	bakery	10	10560	B EY K ER IY	5	9.5e-05	1	0.5557327270507812	0.5557327270507812	0.44426727294921875	0.8119305372238159	0.1540505290031433	2.064796209335327	1	B EY K ER IY	1	B EY K ER IY	1	B EY K ER IY	1	B EY K ER IY	1	B EY K ER IY	1	B EY K ER IY	1	B EY K ER IY	1	B EY K ER IY	BOTH_CORRECT	BOTH_CORRECT
10517	bakst	10	10561	B AE K S T	5	9.5e-05	1	0.4836398959159851	0.4836398959159851	0.5163601040840149	0.6672680377960205	0.3917703628540039	1.8577377796173096	1	B AE K S T	1	B AE K S T	1	B AE K S T	1	B AE K S T	1	B AE K S T	1	B AE K S T	1	B AE K S T	1	B AE K S T	BOTH_CORRECT	BOTH_CORRECT
10518	baku	10	10562	B AA K UW	4	9.5e-05	1	0.5145654082298279	0.5145654082298279	0.4854345917701721	0.7291390895843506	0.2545711100101471	1.5400903224945068	1	B AA K UW	1	B AA K UW	1	B AA K UW	1	B AA K UW	1	B AA K UW	1	B AA K UW	1	B AA K UW	1	B AA K UW	BOTH_CORRECT	BOTH_CORRECT
10519	bal	10	10563	B AE L	3	9.5e-05	1	0.42813533544540405	0.42813533544540405	0.571864664554596	0.5552684664726257	0.2328411340713501	12.84001350402832	1	B AE L	1	B AE L	1	B AE L	1	B AE L	1	B AE L	1	B AE L	1	B AE L	1	B AE L	BOTH_CORRECT	BOTH_CORRECT
10520	bala	10	10564	B AA L AH	4	9.5e-05	1	0.4878411293029785	0.4878411293029785	0.5121588706970215	0.6756775379180908	0.27507883310317993	2.395862579345703	1	B AA L AH	1	B AA L AH	1	B AA L AH	1	B AA L AH	1	B AA L AH	1	B AA L AH	1	B AA L AH	1	B AA L AH	BOTH_CORRECT	BOTH_CORRECT
10521	balaclava	10	10565	B AA L AA K L AA V AA	9	9.5e-05	1	0.5055446028709412	0.5055446028709412	0.49445539712905884	0.7110896706581116	0.39580395817756653	1.4379897117614746	1	B AA L AA K L AA V AA	1	B AA L AA K L AA V AA	1	B AA L AA K L AA V AA	1	B AA L AA K L AA V AA	1	B AA L AA K L AA V AA	1	B AA L AA K L AA V AA	1	B AA L AA K L AA V AA	1	B AA L AA K L AA V AA	BOTH_CORRECT	BOTH_CORRECT
10522	balancer	10	10566	B AE L AH N S ER	7	9.5e-05	1	0.5145798325538635	0.5145798325538635	0.4854201674461365	0.7291679382324219	0.39516597986221313	1.424105167388916	1	B AE L AH N S ER	1	B AE L AH N S ER	1	B AE L AH N S ER	1	B AE L AH N S ER	1	B AE L AH N S ER	1	B AE L AH N S ER	1	B AE L AH N S ER	1	B AE L AH N S ER	BOTH_CORRECT	BOTH_CORRECT
10523	balanchine	10	10567	B AE L AH N CH IY N	8	9.5e-05	1	0.5385050177574158	0.5385050177574158	0.46149498224258423	0.7771628499031067	0.20123827457427979	1.2719082832336426	1	B AE L AH N CH IY N	1	B AE L AH N CH IY N	1	B AE L AH N CH IY N	1	B AE L AH N CH IY N	1	B AE L AH N CH IY N	1	B AE L AH N CH IY N	1	B AE L AH N CH IY N	1	B AE L AH N CH IY N	BOTH_CORRECT	BOTH_CORRECT
10524	balas	10	10568	B AE L AH S	5	9.5e-05	1	0.4502533972263336	0.4502533972263336	0.5497466027736664	0.6001765131950378	0.2688741087913513	8.370162963867188	1	B AE L AH S	1	B AE L AH S	1	B AE L AH S	1	B AE L AH S	1	B AE L AH S	1	B AE L AH S	1	B AE L AH S	1	B AE L AH S	BOTH_CORRECT	BOTH_CORRECT
10525	balata	10	10569	B AE L AH T AH	6	9.5e-05	1	0.5113667249679565	0.5113667249679565	0.48863327503204346	0.7227373719215393	0.24187564849853516	1.349461555480957	1	B AE L AH T AH	1	B AE L AH T AH	0	B AE L AH W EY	1	B AE L AH T AH	1	B AE L AH T AH	1	B AE L AH T AH	0	B AE L AH W EY	1	B AE L AH T AH	WM_ONLY_CORRECT	WM_ONLY_CORRECT
10526	balbo	10	10570	B AE L B OW	5	9.5e-05	1	0.45343828201293945	0.45343828201293945	0.5465617179870605	0.6066058874130249	0.2410244345664978	6.774425506591797	1	B AE L B OW	1	B AE L B OW	1	B AE L B OW	1	B AE L B OW	1	B AE L B OW	1	B AE L B OW	1	B AE L B OW	1	B AE L B OW	BOTH_CORRECT	BOTH_CORRECT
10527	balboa	10	10571	B AA L B OW AH	6	9.5e-05	1	0.504277765750885	0.504277765750885	0.495722234249115	0.7085556983947754	0.326751172542572	1.8362716436386108	1	B AA L B OW AH	1	B AA L B OW AH	1	B AA L B OW AH	1	B AA L B OW AH	1	B AA L B OW AH	1	B AA L B OW AH	1	B AA L B OW AH	1	B AA L B OW AH	BOTH_CORRECT	BOTH_CORRECT
10528	balbriggan	10	10572	B AE L B R IH G AH N	9	9.5e-05	1	0.5180717706680298	0.5180717706680298	0.4819282293319702	0.7361592650413513	0.353346586227417	1.5973193645477295	1	B AE L B R IH G AH N	1	B AE L B R IH G AH N	1	B AE L B R IH G AH N	1	B AE L B R IH G AH N	1	B AE L B R IH G AH N	1	B AE L B R IH G AH N	1	B AE L B R IH G AH N	1	B AE L B R IH G AH N	BOTH_CORRECT	BOTH_CORRECT
10529	balcony	10	10573	B AE L K AH N IY	7	9.5e-05	1	0.5527998805046082	0.5527998805046082	0.44720011949539185	0.805994987487793	0.19753766059875488	2.0824532508850098	1	B AE L K AH N IY	1	B AE L K AH N IY	1	B AE L K AH N IY	1	B AE L K AH N IY	1	B AE L K AH N IY	1	B AE L K AH N IY	1	B AE L K AH N IY	1	B AE L K AH N IY	BOTH_CORRECT	BOTH_CORRECT
10530	balder	10	10574	B AO L D ER	5	9.5e-05	1	0.46843811869621277	0.46843811869621277	0.5315618813037872	0.6367922425270081	0.2540956735610962	5.137766361236572	1	B AO L D ER	1	B AO L D ER	1	B AO L D ER	1	B AO L D ER	1	B AO L D ER	1	B AO L D ER	1	B AO L D ER	1	B AO L D ER	BOTH_CORRECT	BOTH_CORRECT
10531	balderdash	10	10575	B AO L D ER D AE SH	8	9.5e-05	1	0.5338419079780579	0.5338419079780579	0.46615809202194214	0.7677874565124512	0.37646782398223877	1.3183132410049438	1	B AO L D ER D AE SH	1	B AO L D ER D AE SH	1	B AO L D ER D AE SH	1	B AO L D ER D AE SH	1	B AO L D ER D AE SH	1	B AO L D ER D AE SH	1	B AO L D ER D AE SH	1	B AO L D ER D AE SH	BOTH_CORRECT	BOTH_CORRECT
10532	baldness	10	10576	B AO L D N AH S	7	9.5e-05	1	0.5209219455718994	0.5209219455718994	0.4790780544281006	0.741868257522583	0.284930020570755	1.3427751064300537	1	B AO L D N AH S	1	B AO L D N AH S	1	B AO L D N AH S	1	B AO L D N AH S	1	B AO L D N AH S	1	B AO L D N AH S	1	B AO L D N AH S	1	B AO L D N AH S	BOTH_CORRECT	BOTH_CORRECT
10533	baldric	10	10577	B AE L D R IH K	7	9.5e-05	1	0.5318799018859863	0.5318799018859863	0.46812009811401367	0.7638464570045471	0.3636305630207062	1.3869044780731201	1	B AE L D R IH K	1	B AE L D R IH K	1	B AE L D R IH K	1	B AE L D R IH K	1	B AE L D R IH K	1	B AE L D R IH K	1	B AE L D R IH K	1	B AE L D R IH K	BOTH_CORRECT	BOTH_CORRECT
10534	baldwin	10	10578	B AO L D W AH N	7	9.5e-05	1	0.5322620272636414	0.5322620272636414	0.46773797273635864	0.7646137475967407	0.3096558153629303	1.4049830436706543	1	B AO L D W AH N	1	B AO L D W AH N	1	B AO L D W AH N	1	B AO L D W AH N	1	B AO L D W AH N	1	B AO L D W AH N	1	B AO L D W AH N	1	B AO L D W AH N	BOTH_CORRECT	BOTH_CORRECT
10535	bale	10	10579	B EY L	3	9.5e-05	1	0.48961666226387024	0.48961666226387024	0.5103833377361298	0.679230272769928	0.24175885319709778	2.4550018310546875	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	1	B EY L	BOTH_CORRECT	BOTH_CORRECT
10536	baleen	10	10580	B AH L IY N	5	9.5e-05	1	0.49088212847709656	0.49088212847709656	0.5091178715229034	0.6817622184753418	0.24008053541183472	2.7508416175842285	1	B AH L IY N	1	B AH L IY N	1	B AH L IY N	1	B AH L IY N	1	B AH L IY N	1	B AH L IY N	1	B AH L IY N	1	B AH L IY N	BOTH_CORRECT	BOTH_CORRECT
10537	baleful	10	10581	B EY L F AH L	6	9.5e-05	1	0.4910871982574463	0.4910871982574463	0.5089128017425537	0.6821725368499756	0.24144598841667175	3.834050178527832	1	B EY L F AH L	1	B EY L F AH L	1	B EY L F AH L	1	B EY L F AH L	1	B EY L F AH L	1	B EY L F AH L	1	B EY L F AH L	1	B EY L F AH L	BOTH_CORRECT	BOTH_CORRECT
10538	baler	10	10582	B EY L ER	4	9.5e-05	1	0.4541991651058197	0.4541991651058197	0.5458008348941803	0.608140766620636	0.1587991714477539	9.622164726257324	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	1	B EY L ER	BOTH_CORRECT	BOTH_CORRECT
10539	balfour	10	10583	B AE L F AO R	6	9.4e-05	1	0.5348150134086609	0.5348150134086609	0.4651849865913391	0.7697428464889526	0.40347811579704285	1.0906274318695068	1	B AE L F AO R	1	B AE L F AO R	1	B AE L F AO R	1	B AE L F AO R	1	B AE L F AO R	1	B AE L F AO R	1	B AE L F AO R	1	B AE L F AO R	BOTH_CORRECT	BOTH_CORRECT
10540	balinese	10	10584	B AE L IH N IY Z	7	9.4e-05	1	0.5416638851165771	0.5416638851165771	0.45833611488342285	0.7835214138031006	0.17735469341278076	1.26765775680542	1	B AE L IH N IY Z	1	B AE L IH N IY Z	1	B AE L IH N IY Z	1	B AE L IH N IY Z	1	B AE L IH N IY Z	1	B AE L IH N IY Z	1	B AE L IH N IY Z	1	B AE L IH N IY Z	BOTH_CORRECT	BOTH_CORRECT
10541	balk	10	10585	B AO K	3	9.4e-05	1	0.46233370900154114	0.46233370900154114	0.5376662909984589	0.6245244145393372	0.23702728748321533	5.2152605056762695	1	B AO K	1	B AO K	1	B AO K	1	B AO K	1	B AO K	1	B AO K	1	B AO K	1	B AO K	BOTH_CORRECT	BOTH_CORRECT
10542	balkan	10	10586	B AO L K AH N	6	9.4e-05	1	0.5318300127983093	0.5318300127983093	0.4681699872016907	0.7637462615966797	0.07947999238967896	2.803001642227173	1	B AO L K AH N	1	B AO L K AH N	1	B AO L K AH N	1	B AO L K AH N	1	B AO L K AH N	1	B AO L K AH N	1	B AO L K AH N	1	B AO L K AH N	BOTH_CORRECT	BOTH_CORRECT
10543	balkanize	10	10587	B AO L K AH N AY Z	8	9.4e-05	1	0.5366544127464294	0.5366544127464294	0.46334558725357056	0.7734405994415283	0.3171921670436859	1.2954741716384888	1	B AO L K AH N AY Z	1	B AO L K AH N AY Z	1	B AO L K AH N AY Z	1	B AO L K AH N AY Z	1	B AO L K AH N AY Z	1	B AO L K AH N AY Z	1	B AO L K AH N AY Z	1	B AO L K AH N AY Z	BOTH_CORRECT	BOTH_CORRECT
10544	balkans	10	10588	B AO L K AH N Z	7	9.4e-05	1	0.5244358777999878	0.5244358777999878	0.4755641222000122	0.7489107251167297	0.04254370927810669	4.726248264312744	1	B AO L K AH N Z	1	B AO L K AH N Z	1	B AO L K AH N Z	1	B AO L K AH N Z	1	B AO L K AH N Z	1	B AO L K AH N Z	1	B AO L K AH N Z	1	B AO L K AH N Z	BOTH_CORRECT	BOTH_CORRECT
10545	balky	10	10589	B AO K IY	4	9.4e-05	1	0.5084794163703918	0.5084794163703918	0.49152058362960815	0.7169604301452637	0.3564465641975403	1.6470630168914795	1	B AO K IY	1	B AO K IY	1	B AO K IY	1	B AO K IY	1	B AO K IY	1	B AO K IY	1	B AO K IY	1	B AO K IY	BOTH_CORRECT	BOTH_CORRECT
10546	ballad	10	10590	B AE L AH D	5	9.4e-05	1	0.5299744009971619	0.5299744009971619	0.47002559900283813	0.7600208520889282	0.1982421875	2.9838905334472656	1	B AE L AH D	1	B AE L AH D	1	B AE L AH D	1	B AE L AH D	1	B AE L AH D	1	B AE L AH D	1	B AE L AH D	1	B AE L AH D	BOTH_CORRECT	BOTH_CORRECT
10547	ballade	10	10591	B AH L AA D	5	9.4e-05	1	0.4951331913471222	0.4951331913471222	0.5048668086528778	0.6902660131454468	0.36002349853515625	2.0798487663269043	1	B AH L AA D	1	B AH L AA D	1	B AH L AA D	1	B AH L AA D	1	B AH L AA D	1	B AH L AA D	1	B AH L AA D	1	B AH L AA D	BOTH_CORRECT	BOTH_CORRECT
10548	ballance	10	10592	B AA L AH N S	6	9.4e-05	1	0.49167346954345703	0.49167346954345703	0.508326530456543	0.6833453178405762	0.36903584003448486	2.0837080478668213	1	B AA L AH N S	1	B AA L AH N S	1	B AA L AH N S	1	B AA L AH N S	1	B AA L AH N S	1	B AA L AH N S	1	B AA L AH N S	1	B AA L AH N S	BOTH_CORRECT	BOTH_CORRECT
10549	ballard	10	10593	B AE L ER D	5	9.4e-05	1	0.49370670318603516	0.49370670318603516	0.5062932968139648	0.687412679195404	0.335924357175827	2.4858529567718506	1	B AE L ER D	1	B AE L ER D	1	B AE L ER D	1	B AE L ER D	1	B AE L ER D	1	B AE L ER D	1	B AE L ER D	1	B AE L ER D	BOTH_CORRECT	BOTH_CORRECT
