item_id	success_group	n_seeds_exact	n_seeds	target	target_length	morphology	size	mean_lexical_confidence	mean_gate_auxiliary	n_failed_seeds	mean_substitutions_failed_seeds	mean_deletions_failed_seeds	mean_insertions_failed_seeds	mean_raw_edit_distance_failed_seeds	n_premature_eos_failed_seeds	seed19_exact_match	seed19_prediction	seed19_raw_edit_distance	seed19_eos_class	seed20_exact_match	seed20_prediction	seed20_raw_edit_distance	seed20_eos_class	seed21_exact_match	seed21_prediction	seed21_raw_edit_distance	seed21_eos_class	seed22_exact_match	seed22_prediction	seed22_raw_edit_distance	seed22_eos_class
wfe_0944	ALWAYS_SUCCESSFUL	4	4	K AH N UW T AH D	7	complex	long	0.5001174136996269	0.4016956016421318	0					0	1	K AH N UW T AH D	0.0	EOS_NOT_OBSERVED	1	K AH N UW T AH D	0.0	EOS_NOT_OBSERVED	1	K AH N UW T AH D	0.0	EOS_NOT_OBSERVED	1	K AH N UW T AH D	0.0	EOS_NOT_OBSERVED
wfe_0945	ALWAYS_SUCCESSFUL	4	4	B AE M P IY AH N	7	complex	long	0.4906836450099945	0.39691851288080215	0					0	1	B AE M P IY AH N	0.0	EOS_NOT_OBSERVED	1	B AE M P IY AH N	0.0	EOS_NOT_OBSERVED	1	B AE M P IY AH N	0.0	EOS_NOT_OBSERVED	1	B AE M P IY AH N	0.0	EOS_NOT_OBSERVED
wfe_0946	MIXED_SUCCESS	1	4	T W EH T S K IY	7	complex	long	0.5613328814506531	0.4313761293888092	3	1.0	0.6666666666666666	0.6666666666666666	2.3333333333333335	0	0	T W EH S T IY K	3.0	EOS_NOT_OBSERVED	0	T W EH S T IY K	3.0	EOS_NOT_OBSERVED	0	T W EH T S T IY	1.0	EOS_NOT_OBSERVED	1	T W EH T S K IY	0.0	EOS_NOT_OBSERVED
wfe_0947	ALWAYS_SUCCESSFUL	4	4	AE K T IH T OW M	7	complex	long	0.4451543986797333	0.3754614442586899	0					0	1	AE K T IH T OW M	0.0	EOS_NOT_OBSERVED	1	AE K T IH T OW M	0.0	EOS_NOT_OBSERVED	1	AE K T IH T OW M	0.0	EOS_NOT_OBSERVED	1	AE K T IH T OW M	0.0	EOS_NOT_OBSERVED
wfe_0948	ALWAYS_SUCCESSFUL	4	4	F EH S AH M AY N	7	complex	long	0.5195324271917343	0.41075970977544785	0					0	1	F EH S AH M AY N	0.0	EOS_NOT_OBSERVED	1	F EH S AH M AY N	0.0	EOS_NOT_OBSERVED	1	F EH S AH M AY N	0.0	EOS_NOT_OBSERVED	1	F EH S AH M AY N	0.0	EOS_NOT_OBSERVED
wfe_0949	MIXED_SUCCESS	3	4	AH P IY D IY AH L	7	complex	long	0.47711465507745743	0.3905063197016716	1	1.0	1.0	1.0	3.0	0	1	AH P IY D IY AH L	0.0	EOS_NOT_OBSERVED	1	AH P IY D IY AH L	0.0	EOS_NOT_OBSERVED	0	AH V IY D IY L AH	3.0	EOS_NOT_OBSERVED	1	AH P IY D IY AH L	0.0	EOS_NOT_OBSERVED
wfe_0950	MIXED_SUCCESS	3	4	M AA M AH K AH L	7	complex	long	0.5684640407562256	0.4350663274526596	1	4.0	0.0	0.0	4.0	0	1	M AA M AH K AH L	0.0	EOS_NOT_OBSERVED	1	M AA M AH K AH L	0.0	EOS_NOT_OBSERVED	0	M AA R AH M AE K	4.0	EOS_NOT_OBSERVED	1	M AA M AH K AH L	0.0	EOS_NOT_OBSERVED
wfe_0951	ALWAYS_SUCCESSFUL	4	4	B EH L AH N T ER	7	complex	long	0.44692688435316086	0.3765839636325836	0					0	1	B EH L AH N T ER	0.0	EOS_NOT_OBSERVED	1	B EH L AH N T ER	0.0	EOS_NOT_OBSERVED	1	B EH L AH N T ER	0.0	EOS_NOT_OBSERVED	1	B EH L AH N T ER	0.0	EOS_NOT_OBSERVED
wfe_0952	ALWAYS_SUCCESSFUL	4	4	Y UW N AH V AH L	7	complex	long	0.6832489669322968	0.49163075536489487	0					0	1	Y UW N AH V AH L	0.0	EOS_NOT_OBSERVED	1	Y UW N AH V AH L	0.0	EOS_NOT_OBSERVED	1	Y UW N AH V AH L	0.0	EOS_NOT_OBSERVED	1	Y UW N AH V AH L	0.0	EOS_NOT_OBSERVED
wfe_0953	MIXED_SUCCESS	3	4	HH AE V AY S AH Z	7	complex	long	0.525580383837223	0.41390825062990183	1	2.0	0.0	0.0	2.0	0	0	HH AE V AY Z AH S	2.0	EOS_NOT_OBSERVED	1	HH AE V AY S AH Z	0.0	EOS_NOT_OBSERVED	1	HH AE V AY S AH Z	0.0	EOS_NOT_OBSERVED	1	HH AE V AY S AH Z	0.0	EOS_NOT_OBSERVED
wfe_0954	MIXED_SUCCESS	3	4	EH N IY B AO L Z	7	complex	long	0.5273022800683975	0.4145089164376259	1	0.0	1.0	0.0	1.0	1	0	EH N IY B AO L	1.0	PREMATURE_EOS	1	EH N IY B AO L Z	0.0	EOS_NOT_OBSERVED	1	EH N IY B AO L Z	0.0	EOS_NOT_OBSERVED	1	EH N IY B AO L Z	0.0	EOS_NOT_OBSERVED
wfe_0955	ALWAYS_SUCCESSFUL	4	4	D IH K AE M B ER	7	complex	long	0.3450839444994926	0.32977530360221863	0					0	1	D IH K AE M B ER	0.0	EOS_NOT_OBSERVED	1	D IH K AE M B ER	0.0	EOS_NOT_OBSERVED	1	D IH K AE M B ER	0.0	EOS_NOT_OBSERVED	1	D IH K AE M B ER	0.0	EOS_NOT_OBSERVED
wfe_0956	ALWAYS_SUCCESSFUL	4	4	P ER V IH SH AH S	7	complex	long	0.5453561693429947	0.4234333261847496	0					0	1	P ER V IH SH AH S	0.0	EOS_NOT_OBSERVED	1	P ER V IH SH AH S	0.0	EOS_NOT_OBSERVED	1	P ER V IH SH AH S	0.0	EOS_NOT_OBSERVED	1	P ER V IH SH AH S	0.0	EOS_NOT_OBSERVED
wfe_0957	ALWAYS_SUCCESSFUL	4	4	AH N L EH JH IH NG	7	complex	long	0.5583319067955017	0.4298916161060333	0					0	1	AH N L EH JH IH NG	0.0	EOS_NOT_OBSERVED	1	AH N L EH JH IH NG	0.0	EOS_NOT_OBSERVED	1	AH N L EH JH IH NG	0.0	EOS_NOT_OBSERVED	1	AH N L EH JH IH NG	0.0	EOS_NOT_OBSERVED
wfe_0958	ALWAYS_SUCCESSFUL	4	4	AH T AE T IH NG Z	7	complex	long	0.49458497762680054	0.39897005259990687	0					0	1	AH T AE T IH NG Z	0.0	EOS_NOT_OBSERVED	1	AH T AE T IH NG Z	0.0	EOS_NOT_OBSERVED	1	AH T AE T IH NG Z	0.0	EOS_NOT_OBSERVED	1	AH T AE T IH NG Z	0.0	EOS_NOT_OBSERVED
wfe_0959	ALWAYS_SUCCESSFUL	4	4	AH P AA R SH AH N	7	complex	long	0.5966771394014359	0.44909778237342834	0					0	1	AH P AA R SH AH N	0.0	EOS_NOT_OBSERVED	1	AH P AA R SH AH N	0.0	EOS_NOT_OBSERVED	1	AH P AA R SH AH N	0.0	EOS_NOT_OBSERVED	1	AH P AA R SH AH N	0.0	EOS_NOT_OBSERVED
wfe_0960	MIXED_SUCCESS	3	4	R EH T AE B IH T	7	complex	long	0.5601179674267769	0.43083842843770975	1	3.0	1.0	0.0	4.0	1	0	R AE T EH B IY	4.0	PREMATURE_EOS	1	R EH T AE B IH T	0.0	EOS_NOT_OBSERVED	1	R EH T AE B IH T	0.0	EOS_NOT_OBSERVED	1	R EH T AE B IH T	0.0	EOS_NOT_OBSERVED
wfe_0961	MIXED_SUCCESS	1	4	K AH N K AA TH IY	7	complex	long	0.4742843732237816	0.3892229422926903	3	3.0	0.0	0.0	3.0	0	0	K AH N K AA L IY	1.0	EOS_NOT_OBSERVED	0	K AH N F EH CH AH	4.0	EOS_NOT_OBSERVED	0	K AH N AA T AH M	4.0	EOS_NOT_OBSERVED	1	K AH N K AA TH IY	0.0	EOS_NOT_OBSERVED
wfe_0962	MIXED_SUCCESS	3	4	F AH L UW T IH D	7	complex	long	0.5314238965511322	0.41712646186351776	1	1.0	1.0	1.0	3.0	0	1	F AH L UW T IH D	0.0	EOS_NOT_OBSERVED	1	F AH L UW T IH D	0.0	EOS_NOT_OBSERVED	1	F AH L UW T IH D	0.0	EOS_NOT_OBSERVED	0	F AH N Y UW T IH	3.0	EOS_NOT_OBSERVED
wfe_0963	MIXED_SUCCESS	1	4	Y UW N IY Z IH K	7	complex	long	0.5884221494197845	0.4447163939476013	3	1.3333333333333333	0.6666666666666666	0.3333333333333333	2.3333333333333335	1	0	Y UW N IY AH P S	3.0	EOS_NOT_OBSERVED	0	Y UW N IY IH K S	2.0	EOS_NOT_OBSERVED	1	Y UW N IY Z IH K	0.0	EOS_NOT_OBSERVED	0	Y UW N IY IH TH	2.0	PREMATURE_EOS
wfe_0964	MIXED_SUCCESS	2	4	R IH K AO Z IH Z	7	complex	long	0.48214682936668396	0.3928355947136879	2	2.0	0.0	0.0	2.0	0	1	R IH K AO Z IH Z	0.0	EOS_NOT_OBSERVED	0	R IH K AO Z AH M	2.0	EOS_NOT_OBSERVED	0	R IH HH OW Z IH Z	2.0	EOS_NOT_OBSERVED	1	R IH K AO Z IH Z	0.0	EOS_NOT_OBSERVED
wfe_0965	ALWAYS_SUCCESSFUL	4	4	P R IY T R AH L	7	complex	long	0.5699679404497147	0.4365682750940323	0					0	1	P R IY T R AH L	0.0	EOS_NOT_OBSERVED	1	P R IY T R AH L	0.0	EOS_NOT_OBSERVED	1	P R IY T R AH L	0.0	EOS_NOT_OBSERVED	1	P R IY T R AH L	0.0	EOS_NOT_OBSERVED
wfe_0966	MIXED_SUCCESS	2	4	D IH S R IH T ER B	8	complex	long	0.5683260709047318	0.43468789756298065	2	1.5	0.0	0.0	1.5	0	0	D IH S R IH T IH B	1.0	EOS_NOT_OBSERVED	0	D IH S R IH B ER T	2.0	EOS_NOT_OBSERVED	1	D IH S R IH T ER B	0.0	EOS_NOT_OBSERVED	1	D IH S R IH T ER B	0.0	EOS_NOT_OBSERVED
wfe_0967	MIXED_SUCCESS	1	4	R IY OW L ER R AY Z	8	complex	long	0.5233166813850403	0.4127664491534233	3	1.3333333333333333	0.3333333333333333	0.3333333333333333	2.0	0	0	R IY OW L ER AA R Z	2.0	EOS_NOT_OBSERVED	1	R IY OW L ER R AY Z	0.0	EOS_NOT_OBSERVED	0	R IY OW L ER AA T S	3.0	EOS_NOT_OBSERVED	0	R IY OW L ER N AY Z	1.0	EOS_NOT_OBSERVED
wfe_0968	MIXED_SUCCESS	3	4	M IH S K R IY K T	8	complex	long	0.5241277813911438	0.41301096230745316	1	1.0	0.0	0.0	1.0	0	0	M IH S K R IY P T	1.0	EOS_NOT_OBSERVED	1	M IH S K R IY K T	0.0	EOS_NOT_OBSERVED	1	M IH S K R IY K T	0.0	EOS_NOT_OBSERVED	1	M IH S K R IY K T	0.0	EOS_NOT_OBSERVED
wfe_0969	ALWAYS_SUCCESSFUL	4	4	T R UW Z AH B AH L	8	complex	long	0.6563139110803604	0.4783813878893852	0					0	1	T R UW Z AH B AH L	0.0	EOS_NOT_OBSERVED	1	T R UW Z AH B AH L	0.0	EOS_NOT_OBSERVED	1	T R UW Z AH B AH L	0.0	EOS_NOT_OBSERVED	1	T R UW Z AH B AH L	0.0	EOS_NOT_OBSERVED
wfe_0970	ALWAYS_FAILED	0	4	AH N W IH Z IH T ER	8	complex	long	0.5216954201459885	0.41213444620370865	4	1.75	0.0	0.0	1.75	0	0	AH N Y IH Z IH T ER	1.0	EOS_NOT_OBSERVED	0	AH N IH S W IH T ER	3.0	EOS_NOT_OBSERVED	0	AH N W IH Z AH T ER	1.0	EOS_NOT_OBSERVED	0	AH N Z IH W IH T ER	2.0	EOS_NOT_OBSERVED
wfe_0971	MIXED_SUCCESS	3	4	OW V ER IH L IH T IY	8	complex	long	0.5357998609542847	0.4191228970885277	1	0.0	1.0	1.0	2.0	0	0	OW V IH L ER IH T IY	2.0	EOS_NOT_OBSERVED	1	OW V ER IH L IH T IY	0.0	EOS_NOT_OBSERVED	1	OW V ER IH L IH T IY	0.0	EOS_NOT_OBSERVED	1	OW V ER IH L IH T IY	0.0	EOS_NOT_OBSERVED
wfe_0972	MIXED_SUCCESS	1	4	S AH M T AH B AH L	8	complex	long	0.6264166533946991	0.46360668540000916	3	1.3333333333333333	1.0	0.3333333333333333	2.6666666666666665	1	0	S AH T M AH B AH L	2.0	EOS_NOT_OBSERVED	1	S AH M T AH B AH L	0.0	EOS_NOT_OBSERVED	0	S AH M P AH L AH T	3.0	EOS_NOT_OBSERVED	0	S AH M B AH T	3.0	PREMATURE_EOS
wfe_0973	ALWAYS_SUCCESSFUL	4	4	AH N M IH S T AE D	8	complex	long	0.5820855274796486	0.4421524181962013	0					0	1	AH N M IH S T AE D	0.0	EOS_NOT_OBSERVED	1	AH N M IH S T AE D	0.0	EOS_NOT_OBSERVED	1	AH N M IH S T AE D	0.0	EOS_NOT_OBSERVED	1	AH N M IH S T AE D	0.0	EOS_NOT_OBSERVED
wfe_0974	MIXED_SUCCESS	2	4	W IH T IH F AH L IY	8	complex	long	0.6088763326406479	0.4549455866217613	2	1.0	1.0	0.5	2.5	1	1	W IH T IH F AH L IY	0.0	EOS_NOT_OBSERVED	0	W IH T AH F IY L	3.0	PREMATURE_EOS	1	W IH T IH F AH L IY	0.0	EOS_NOT_OBSERVED	0	W IH T IH F IY AH L	2.0	EOS_NOT_OBSERVED
wfe_0975	MIXED_SUCCESS	2	4	AH N D ER L AE T IY	8	complex	long	0.5681909024715424	0.43451379984617233	2	0.5	1.0	0.5	2.0	1	1	AH N D ER L AE T IY	0.0	EOS_NOT_OBSERVED	0	AH N D ER L AE S T	2.0	EOS_NOT_OBSERVED	0	AH N D ER L UH T	2.0	PREMATURE_EOS	1	AH N D ER L AE T IY	0.0	EOS_NOT_OBSERVED
wfe_0976	MIXED_SUCCESS	3	4	R EH D ER L AH T IY	8	complex	long	0.5384949818253517	0.4202309399843216	1	0.0	1.0	0.0	1.0	1	1	R EH D ER L AH T IY	0.0	EOS_NOT_OBSERVED	1	R EH D ER L AH T IY	0.0	EOS_NOT_OBSERVED	1	R EH D ER L AH T IY	0.0	EOS_NOT_OBSERVED	0	R EH D ER L AH T	1.0	PREMATURE_EOS
wfe_0977	ALWAYS_SUCCESSFUL	4	4	S P R IH K T AA L	8	complex	long	0.5929973646998405	0.4469444155693054	0					0	1	S P R IH K T AA L	0.0	EOS_NOT_OBSERVED	1	S P R IH K T AA L	0.0	EOS_NOT_OBSERVED	1	S P R IH K T AA L	0.0	EOS_NOT_OBSERVED	1	S P R IH K T AA L	0.0	EOS_NOT_OBSERVED
wfe_0978	MIXED_SUCCESS	2	4	Y UW N IH F AO R T	8	complex	long	0.5111758932471275	0.4068055227398872	2	1.5	1.0	1.0	3.5	0	1	Y UW N IH F AO R T	0.0	EOS_NOT_OBSERVED	0	Y UW N IY R IH F T	4.0	EOS_NOT_OBSERVED	0	Y UW N AH F L AY T	3.0	EOS_NOT_OBSERVED	1	Y UW N IH F AO R T	0.0	EOS_NOT_OBSERVED
wfe_0979	MIXED_SUCCESS	3	4	M IH S T F AH L IY	8	complex	long	0.6060874462127686	0.4532419666647911	1	0.0	1.0	1.0	2.0	0	1	M IH S T F AH L IY	0.0	EOS_NOT_OBSERVED	0	M IH S T AH F L IY	2.0	EOS_NOT_OBSERVED	1	M IH S T F AH L IY	0.0	EOS_NOT_OBSERVED	1	M IH S T F AH L IY	0.0	EOS_NOT_OBSERVED
wfe_0980	MIXED_SUCCESS	3	4	D AY D AH N IH S T	8	complex	long	0.49968329071998596	0.40118183195590973	1	0.0	1.0	1.0	2.0	0	0	D AY D AH N S IH T	2.0	EOS_NOT_OBSERVED	1	D AY D AH N IH S T	0.0	EOS_NOT_OBSERVED	1	D AY D AH N IH S T	0.0	EOS_NOT_OBSERVED	1	D AY D AH N IH S T	0.0	EOS_NOT_OBSERVED
wfe_0981	MIXED_SUCCESS	2	4	R EY V ER S OW L D	8	complex	long	0.4876146987080574	0.3954819291830063	2	1.5	1.5	1.5	4.5	0	1	R EY V ER S OW L D	0.0	EOS_NOT_OBSERVED	1	R EY V ER S OW L D	0.0	EOS_NOT_OBSERVED	0	R EY V ER S AH L D	1.0	EOS_NOT_OBSERVED	0	V OW R M EY S T ER	8.0	EOS_NOT_OBSERVED
wfe_0982	ALWAYS_FAILED	0	4	AH N D AH F L EY T	8	complex	long	0.5481070131063461	0.424705371260643	4	0.75	1.0	1.0	2.75	0	0	AH N D F AH L B EY	4.0	EOS_NOT_OBSERVED	0	D AH N AH F L AY T	3.0	EOS_NOT_OBSERVED	0	AH N D AH L F EY T	2.0	EOS_NOT_OBSERVED	0	AH N D AH L F EY T	2.0	EOS_NOT_OBSERVED
wfe_0983	MIXED_SUCCESS	3	4	D IH S K R IY L ER	8	complex	long	0.5252317786216736	0.4135162755846977	1	1.0	0.0	0.0	1.0	0	1	D IH S K R IY L ER	0.0	EOS_NOT_OBSERVED	0	D IH S K R IY ZH ER	1.0	EOS_NOT_OBSERVED	1	D IH S K R IY L ER	0.0	EOS_NOT_OBSERVED	1	D IH S K R IY L ER	0.0	EOS_NOT_OBSERVED
wfe_0984	MIXED_SUCCESS	2	4	P IH T L AH S L IY	8	complex	long	0.5285879075527191	0.41532352566719055	2	0.5	1.0	1.0	2.5	0	1	P IH T L AH S L IY	0.0	EOS_NOT_OBSERVED	1	P IH T L AH S L IY	0.0	EOS_NOT_OBSERVED	0	P IH T L AH S IY L	2.0	EOS_NOT_OBSERVED	0	P IH T R AH L S IY	3.0	EOS_NOT_OBSERVED
wfe_0985	MIXED_SUCCESS	2	4	D IH S HH AH N AH L	8	complex	long	0.5313135981559753	0.41649068146944046	2	2.0	0.5	0.0	2.5	1	1	D IH S HH AH N AH L	0.0	EOS_NOT_OBSERVED	0	D IH S HH AH L AH N	2.0	EOS_NOT_OBSERVED	0	D IH S AH M AH N	3.0	PREMATURE_EOS	1	D IH S HH AH N AH L	0.0	EOS_NOT_OBSERVED
wfe_0986	MIXED_SUCCESS	1	4	S K R IH N G AH L	8	complex	long	0.48909059911966324	0.3962342068552971	3	1.3333333333333333	0.0	0.0	1.3333333333333333	0	0	S K R IH NG G AH L	1.0	EOS_NOT_OBSERVED	0	S K R IH L G AH N	2.0	EOS_NOT_OBSERVED	0	S K R IH N F AH L	1.0	EOS_NOT_OBSERVED	1	S K R IH N G AH L	0.0	EOS_NOT_OBSERVED
wfe_0987	MIXED_SUCCESS	2	4	R IY IH N S T EY K	8	complex	long	0.5107685998082161	0.4066044613718986	2	1.0	1.0	1.0	3.0	0	1	R IY IH N S T EY K	0.0	EOS_NOT_OBSERVED	0	R IY S IH N T EY K	2.0	EOS_NOT_OBSERVED	0	R IY S IH N T AH N	4.0	EOS_NOT_OBSERVED	1	R IY IH N S T EY K	0.0	EOS_NOT_OBSERVED
wfe_0988	ALWAYS_SUCCESSFUL	4	4	S P R IH N D L IY	8	complex	long	0.5543454065918922	0.42899491637945175	0					0	1	S P R IH N D L IY	0.0	EOS_NOT_OBSERVED	1	S P R IH N D L IY	0.0	EOS_NOT_OBSERVED	1	S P R IH N D L IY	0.0	EOS_NOT_OBSERVED	1	S P R IH N D L IY	0.0	EOS_NOT_OBSERVED
wfe_0989	ALWAYS_SUCCESSFUL	4	4	R EH P ER P AH S T	8	complex	long	0.5320808589458466	0.41683734953403473	0					0	1	R EH P ER P AH S T	0.0	EOS_NOT_OBSERVED	1	R EH P ER P AH S T	0.0	EOS_NOT_OBSERVED	1	R EH P ER P AH S T	0.0	EOS_NOT_OBSERVED	1	R EH P ER P AH S T	0.0	EOS_NOT_OBSERVED
wfe_0990	MIXED_SUCCESS	3	4	V AH L G ER IH S T	8	complex	long	0.4895569756627083	0.3966139629483223	1	0.0	1.0	0.0	1.0	1	0	V AH L G ER IH T	1.0	PREMATURE_EOS	1	V AH L G ER IH S T	0.0	EOS_NOT_OBSERVED	1	V AH L G ER IH S T	0.0	EOS_NOT_OBSERVED	1	V AH L G ER IH S T	0.0	EOS_NOT_OBSERVED
wfe_0991	MIXED_SUCCESS	3	4	R EH M AH S T EY T	8	complex	long	0.5311705395579338	0.41654097288846964	1	0.0	1.0	1.0	2.0	0	1	R EH M AH S T EY T	0.0	EOS_NOT_OBSERVED	1	R EH M AH S T EY T	0.0	EOS_NOT_OBSERVED	1	R EH M AH S T EY T	0.0	EOS_NOT_OBSERVED	0	R EH M AH T EY S T	2.0	EOS_NOT_OBSERVED
wfe_0992	ALWAYS_SUCCESSFUL	4	4	B IY W IH S T IH K	8	complex	long	0.5510388761758804	0.4261428043246269	0					0	1	B IY W IH S T IH K	0.0	EOS_NOT_OBSERVED	1	B IY W IH S T IH K	0.0	EOS_NOT_OBSERVED	1	B IY W IH S T IH K	0.0	EOS_NOT_OBSERVED	1	B IY W IH S T IH K	0.0	EOS_NOT_OBSERVED
wfe_0993	MIXED_SUCCESS	2	4	D IY OW D ER IH S T	8	complex	long	0.5279203206300735	0.4148056283593178	2	0.0	1.0	0.5	1.5	1	1	D IY OW D ER IH S T	0.0	EOS_NOT_OBSERVED	0	D IY OW D ER S T	1.0	PREMATURE_EOS	1	D IY OW D ER IH S T	0.0	EOS_NOT_OBSERVED	0	D IY OW D ER IH T S	2.0	EOS_NOT_OBSERVED
wfe_0994	ALWAYS_SUCCESSFUL	4	4	S T R IH M P L IY	8	complex	long	0.6994359791278839	0.4998803436756134	0					0	1	S T R IH M P L IY	0.0	EOS_NOT_OBSERVED	1	S T R IH M P L IY	0.0	EOS_NOT_OBSERVED	1	S T R IH M P L IY	0.0	EOS_NOT_OBSERVED	1	S T R IH M P L IY	0.0	EOS_NOT_OBSERVED
wfe_0995	MIXED_SUCCESS	1	4	W UH M AH N G AH L	8	complex	long	0.518491730093956	0.410692036151886	3	2.3333333333333335	0.6666666666666666	0.0	3.0	2	1	W UH M AH N G AH L	0.0	EOS_NOT_OBSERVED	0	W UH M AH N T AH L	1.0	EOS_NOT_OBSERVED	0	HH UW R AH JH AH L	5.0	PREMATURE_EOS	0	W UH M AH N JH IY	3.0	PREMATURE_EOS
wfe_0996	MIXED_SUCCESS	3	4	R EH D AH F AH L IY	8	complex	long	0.6626955717802048	0.4816072806715965	1	0.0	1.0	0.0	1.0	1	1	R EH D AH F AH L IY	0.0	EOS_NOT_OBSERVED	1	R EH D AH F AH L IY	0.0	EOS_NOT_OBSERVED	1	R EH D AH F AH L IY	0.0	EOS_NOT_OBSERVED	0	R EH D AH F AH L	1.0	PREMATURE_EOS
wfe_0997	MIXED_SUCCESS	3	4	S T EH R IY AE K T	8	complex	long	0.55409125238657	0.4278915897011757	1	0.0	1.0	0.0	1.0	1	0	S T EH R IY AE T	1.0	PREMATURE_EOS	1	S T EH R IY AE K T	0.0	EOS_NOT_OBSERVED	1	S T EH R IY AE K T	0.0	EOS_NOT_OBSERVED	1	S T EH R IY AE K T	0.0	EOS_NOT_OBSERVED
wfe_0998	ALWAYS_SUCCESSFUL	4	4	G AO R M AH L OW N	8	complex	long	0.49448999762535095	0.39871008694171906	0					0	1	G AO R M AH L OW N	0.0	EOS_NOT_OBSERVED	1	G AO R M AH L OW N	0.0	EOS_NOT_OBSERVED	1	G AO R M AH L OW N	0.0	EOS_NOT_OBSERVED	1	G AO R M AH L OW N	0.0	EOS_NOT_OBSERVED
wfe_0999	ALWAYS_SUCCESSFUL	4	4	S T EH R AH L IY N	8	complex	long	0.5337666496634483	0.418402336537838	0					0	1	S T EH R AH L IY N	0.0	EOS_NOT_OBSERVED	1	S T EH R AH L IY N	0.0	EOS_NOT_OBSERVED	1	S T EH R AH L IY N	0.0	EOS_NOT_OBSERVED	1	S T EH R AH L IY N	0.0	EOS_NOT_OBSERVED
wfe_1000	MIXED_SUCCESS	2	4	EH P IH S IH D EH N T	9	complex	long	0.5279738306999207	0.4148544147610664	2	2.5	0.0	0.0	2.5	0	0	EH P IH N IH T AH N T	3.0	EOS_NOT_OBSERVED	0	EH P IH S EH D IH N T	2.0	EOS_NOT_OBSERVED	1	EH P IH S IH D EH N T	0.0	EOS_NOT_OBSERVED	1	EH P IH S IH D EH N T	0.0	EOS_NOT_OBSERVED
wfe_1001	MIXED_SUCCESS	2	4	D IY AH D R IH Z AH M	9	complex	long	0.5519549697637558	0.42652858048677444	2	2.0	1.0	1.0	4.0	0	0	D IY D AH D IH S T AH	5.0	EOS_NOT_OBSERVED	0	D IY D AH R IY Z AH M	3.0	EOS_NOT_OBSERVED	1	D IY AH D R IH Z AH M	0.0	EOS_NOT_OBSERVED	1	D IY AH D R IH Z AH M	0.0	EOS_NOT_OBSERVED
wfe_1002	ALWAYS_FAILED	0	4	AH W AO R L IY AE N T	9	complex	long	0.4660140797495842	0.38529884070158005	4	2.5	0.75	0.5	3.75	1	0	AH W AO R K AE N T ER	3.0	EOS_NOT_OBSERVED	0	AH W AO L AH N S AO T	5.0	EOS_NOT_OBSERVED	0	AH W IH R L AO SH N	4.0	PREMATURE_EOS	0	AH W AO R D IY L AE N	3.0	EOS_NOT_OBSERVED
wfe_1003	MIXED_SUCCESS	3	4	P OY L D R EY SH AH N	9	complex	long	0.5347680747509003	0.4183027222752571	1	3.0	0.0	0.0	3.0	0	1	P OY L D R EY SH AH N	0.0	EOS_NOT_OBSERVED	1	P OY L D R EY SH AH N	0.0	EOS_NOT_OBSERVED	1	P OY L D R EY SH AH N	0.0	EOS_NOT_OBSERVED	0	CH EY L D R AE SH AH N	3.0	EOS_NOT_OBSERVED
wfe_1004	MIXED_SUCCESS	1	4	W AH N T IH F IH K S	9	complex	long	0.4750489294528961	0.3895440101623535	3	1.6666666666666667	1.0	0.3333333333333333	3.0	2	0	CH AH F IH T IH K S	4.0	PREMATURE_EOS	1	W AH N T IH F IH K S	0.0	EOS_NOT_OBSERVED	0	W AH N T IH F L IY	3.0	PREMATURE_EOS	0	W AH N IH T F IH K S	2.0	EOS_NOT_OBSERVED
wfe_1005	MIXED_SUCCESS	1	4	AE D V EH L AH T IY N	9	complex	long	0.532216802239418	0.4168882966041565	3	0.0	1.0	0.6666666666666666	1.6666666666666667	1	1	AE D V EH L AH T IY N	0.0	EOS_NOT_OBSERVED	0	AE D V EH L AH N T IY	2.0	EOS_NOT_OBSERVED	0	AE D V EH L AH T IY	1.0	PREMATURE_EOS	0	AE D V EH L AH N T IY	2.0	EOS_NOT_OBSERVED
wfe_1006	ALWAYS_SUCCESSFUL	4	4	T R AE P L AH B AH L	9	complex	long	0.6349422633647919	0.4675520658493042	0					0	1	T R AE P L AH B AH L	0.0	EOS_NOT_OBSERVED	1	T R AE P L AH B AH L	0.0	EOS_NOT_OBSERVED	1	T R AE P L AH B AH L	0.0	EOS_NOT_OBSERVED	1	T R AE P L AH B AH L	0.0	EOS_NOT_OBSERVED
wfe_1007	ALWAYS_FAILED	0	4	AE L AH D K W AO R EY	9	complex	long	0.43196743726730347	0.36941372603178024	4	2.5	1.25	0.5	4.25	3	0	AE L D AH K W EY R	4.0	PREMATURE_EOS	0	AE L AH D G S IY AA	5.0	PREMATURE_EOS	0	AE L AH K G N EY R AH	5.0	EOS_NOT_OBSERVED	0	AE L D AH K W AO R	3.0	PREMATURE_EOS
wfe_1008	MIXED_SUCCESS	3	4	N AA M P ER EY T IH D	9	complex	long	0.48799892514944077	0.39620331674814224	1	1.0	1.0	0.0	2.0	1	0	N AA M P EY T ER D	2.0	PREMATURE_EOS	1	N AA M P ER EY T IH D	0.0	EOS_NOT_OBSERVED	1	N AA M P ER EY T IH D	0.0	EOS_NOT_OBSERVED	1	N AA M P ER EY T IH D	0.0	EOS_NOT_OBSERVED
