,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count
244,position,RLSH,real,long,simple,0.000162,7,5.21,"['P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",NOUN,3,4
245,estimate,RLSH,real,long,simple,1.95e-05,7,4.29,"['EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'T']","['EH', 'S', 'T', 'AH', 'M', 'AH', 'T']",VERB,3,4
246,pregnant,RLSH,real,long,simple,3.63e-05,8,4.56,"['P', 'R', 'EH1', 'G', 'N', 'AH0', 'N', 'T']","['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'T']",ADJ,2,6
247,conflict,RLSH,real,long,simple,4.37e-05,8,4.64,"['K', 'AA1', 'N', 'F', 'L', 'IH0', 'K', 'T']","['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T']",NOUN,2,6
248,academy,RLSH,real,long,simple,3.72e-05,7,4.57,"['AH0', 'K', 'AE1', 'D', 'AH0', 'M', 'IY0']","['AH', 'K', 'AE', 'D', 'AH', 'M', 'IY']",NOUN,4,3
249,innocent,RLSH,real,long,simple,2.82e-05,7,4.45,"['IH1', 'N', 'AH0', 'S', 'AH0', 'N', 'T']","['IH', 'N', 'AH', 'S', 'AH', 'N', 'T']",ADJ,3,4
250,houston,RLSH,real,long,simple,2.63e-05,7,4.42,"['HH', 'Y', 'UW1', 'S', 'T', 'AH0', 'N']","['HH', 'Y', 'UW', 'S', 'T', 'AH', 'N']",PROPN,2,5
251,vehicle,RLSH,real,long,simple,5.75e-05,7,4.76,"['V', 'IY1', 'HH', 'IH0', 'K', 'AH0', 'L']","['V', 'IY', 'HH', 'IH', 'K', 'AH', 'L']",NOUN,3,4
252,category,RLSH,real,long,simple,3.72e-05,8,4.57,"['K', 'AE1', 'T', 'AH0', 'G', 'AO2', 'R', 'IY0']","['K', 'AE', 'T', 'AH', 'G', 'AO', 'R', 'IY']",NOUN,4,4
253,stadium,RLSH,real,long,simple,4.27e-05,7,4.63,"['S', 'T', 'EY1', 'D', 'IY0', 'AH0', 'M']","['S', 'T', 'EY', 'D', 'IY', 'AH', 'M']",NOUN,3,4
254,violent,RLSH,real,long,simple,2.88e-05,7,4.46,"['V', 'AY1', 'AH0', 'L', 'AH0', 'N', 'T']","['V', 'AY', 'AH', 'L', 'AH', 'N', 'T']",ADJ,3,4
255,struggle,RLSH,real,long,simple,4.17e-05,7,4.62,"['S', 'T', 'R', 'AH1', 'G', 'AH0', 'L']","['S', 'T', 'R', 'AH', 'G', 'AH', 'L']",VERB,2,5
256,respond,RLSH,real,long,simple,3.39e-05,7,4.53,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D']","['R', 'IH', 'S', 'P', 'AA', 'N', 'D']",VERB,2,5
257,register,RLSH,real,long,simple,3.89e-05,7,4.59,"['R', 'EH1', 'JH', 'IH0', 'S', 'T', 'ER0']","['R', 'EH', 'JH', 'IH', 'S', 'T', 'ER']",VERB,3,4
258,mutual,RLSH,real,long,simple,1.82e-05,8,4.26,"['M', 'Y', 'UW1', 'CH', 'AH0', 'W', 'AH0', 'L']","['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']",ADJ,3,5
259,hospital,RLSH,real,long,simple,0.000117,8,5.07,"['HH', 'AA1', 'S', 'P', 'IH2', 'T', 'AH0', 'L']","['HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L']",NOUN,3,5
260,determine,RLSH,real,long,simple,4.27e-05,7,4.63,"['D', 'AH0', 'T', 'ER1', 'M', 'AH0', 'N']","['D', 'AH', 'T', 'ER', 'M', 'AH', 'N']",VERB,3,4
261,request,RLSH,real,long,simple,5.75e-05,7,4.76,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T']","['R', 'IH', 'K', 'W', 'EH', 'S', 'T']",VERB,2,5
262,november,RLSH,real,long,simple,0.000126,7,5.1,"['N', 'OW0', 'V', 'EH1', 'M', 'B', 'ER0']","['N', 'OW', 'V', 'EH', 'M', 'B', 'ER']",PROPN,3,4
263,project,RLSH,real,long,simple,0.000166,7,5.22,"['P', 'R', 'AA1', 'JH', 'EH0', 'K', 'T']","['P', 'R', 'AA', 'JH', 'EH', 'K', 'T']",NOUN,2,5
264,secretary,RLSH,real,long,simple,8.91e-05,9,4.95,"['S', 'EH1', 'K', 'R', 'AH0', 'T', 'EH2', 'R', 'IY0']","['S', 'EH', 'K', 'R', 'AH', 'T', 'EH', 'R', 'IY']",NOUN,4,5
265,disaster,RLSH,real,long,simple,2.45e-05,7,4.39,"['D', 'IH0', 'Z', 'AE1', 'S', 'T', 'ER0']","['D', 'IH', 'Z', 'AE', 'S', 'T', 'ER']",NOUN,3,4
266,guarantee,RLSH,real,long,simple,2.75e-05,7,4.44,"['G', 'EH2', 'R', 'AH0', 'N', 'T', 'IY1']","['G', 'EH', 'R', 'AH', 'N', 'T', 'IY']",VERB,3,4
267,appreciate,RLSH,real,long,simple,5.5e-05,8,4.74,"['AH0', 'P', 'R', 'IY1', 'SH', 'IY0', 'EY2', 'T']","['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T']",VERB,4,4
268,conduct,RLSH,real,long,simple,3.31e-05,7,4.52,"['K', 'AA1', 'N', 'D', 'AH0', 'K', 'T']","['K', 'AA', 'N', 'D', 'AH', 'K', 'T']",VERB,2,5
269,consent,RLSH,real,long,simple,2.29e-05,7,4.36,"['K', 'AH0', 'N', 'S', 'EH1', 'N', 'T']","['K', 'AH', 'N', 'S', 'EH', 'N', 'T']",NOUN,2,5
270,strength,RLSH,real,long,simple,6.31e-05,7,4.8,"['S', 'T', 'R', 'EH1', 'NG', 'K', 'TH']","['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']",NOUN,1,6
271,america,RLSH,real,long,simple,0.000166,7,5.22,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0']","['AH', 'M', 'EH', 'R', 'AH', 'K', 'AH']",PROPN,4,3
272,alabama,RLSH,real,long,simple,1.82e-05,7,4.26,"['AE2', 'L', 'AH0', 'B', 'AE1', 'M', 'AH0']","['AE', 'L', 'AH', 'B', 'AE', 'M', 'AH']",PROPN,4,3
273,problem,RLSH,real,long,simple,0.000251,7,5.4,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']","['P', 'R', 'AA', 'B', 'L', 'AH', 'M']",NOUN,2,5
274,singapore,RLSH,real,long,simple,2.24e-05,7,4.35,"['S', 'IH1', 'NG', 'AH0', 'P', 'AO2', 'R']","['S', 'IH', 'NG', 'AH', 'P', 'AO', 'R']",PROPN,3,4
275,incident,RLSH,real,long,simple,3.47e-05,8,4.54,"['IH1', 'N', 'S', 'AH0', 'D', 'AH0', 'N', 'T']","['IH', 'N', 'S', 'AH', 'D', 'AH', 'N', 'T']",NOUN,3,5
276,portrait,RLSH,real,long,simple,1.66e-05,7,4.22,"['P', 'AO1', 'R', 'T', 'R', 'AH0', 'T']","['P', 'AO', 'R', 'T', 'R', 'AH', 'T']",NOUN,2,5
277,regular,RLSH,real,long,simple,8.91e-05,7,4.95,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'ER0']","['R', 'EH', 'G', 'Y', 'AH', 'L', 'ER']",ADJ,3,4
278,hamilton,RLSH,real,long,simple,2.04e-05,8,4.31,"['HH', 'AE1', 'M', 'AH0', 'L', 'T', 'AH0', 'N']","['HH', 'AE', 'M', 'AH', 'L', 'T', 'AH', 'N']",PROPN,3,5
279,contract,RLSH,real,long,simple,8.71e-05,8,4.94,"['K', 'AA1', 'N', 'T', 'R', 'AE2', 'K', 'T']","['K', 'AA', 'N', 'T', 'R', 'AE', 'K', 'T']",NOUN,2,6
280,convince,RLSH,real,long,simple,1.82e-05,7,4.26,"['K', 'AH0', 'N', 'V', 'IH1', 'N', 'S']","['K', 'AH', 'N', 'V', 'IH', 'N', 'S']",VERB,2,5
281,tournament,RLSH,real,long,simple,3.63e-05,9,4.56,"['T', 'UH1', 'R', 'N', 'AH0', 'M', 'AH0', 'N', 'T']","['T', 'UH', 'R', 'N', 'AH', 'M', 'AH', 'N', 'T']",NOUN,3,6
282,alcohol,RLSH,real,long,simple,4.07e-05,7,4.61,"['AE1', 'L', 'K', 'AH0', 'HH', 'AA2', 'L']","['AE', 'L', 'K', 'AH', 'HH', 'AA', 'L']",NOUN,3,4
283,complete,RLSH,real,long,simple,0.000126,7,5.1,"['K', 'AH0', 'M', 'P', 'L', 'IY1', 'T']","['K', 'AH', 'M', 'P', 'L', 'IY', 'T']",VERB,2,5
284,province,RLSH,real,long,simple,2.95e-05,7,4.47,"['P', 'R', 'AA1', 'V', 'AH0', 'N', 'S']","['P', 'R', 'AA', 'V', 'AH', 'N', 'S']",NOUN,2,5
285,subject,RLSH,real,long,simple,9.12e-05,7,4.96,"['S', 'AH1', 'B', 'JH', 'IH0', 'K', 'T']","['S', 'AH', 'B', 'JH', 'IH', 'K', 'T']",NOUN,2,5
286,mexico,RLSH,real,long,simple,5.62e-05,7,4.75,"['M', 'EH1', 'K', 'S', 'AH0', 'K', 'OW2']","['M', 'EH', 'K', 'S', 'AH', 'K', 'OW']",PROPN,3,4
287,parliament,RLSH,real,long,simple,5.5e-05,9,4.74,"['P', 'AA1', 'R', 'L', 'AH0', 'M', 'AH0', 'N', 'T']","['P', 'AA', 'R', 'L', 'AH', 'M', 'AH', 'N', 'T']",NOUN,3,6
288,margaret,RLSH,real,long,simple,1.7e-05,7,4.23,"['M', 'AA1', 'R', 'G', 'ER0', 'IH0', 'T']","['M', 'AA', 'R', 'G', 'ER', 'IH', 'T']",PROPN,3,4
289,principal,RLSH,real,long,simple,3.31e-05,9,4.52,"['P', 'R', 'IH1', 'N', 'S', 'AH0', 'P', 'AH0', 'L']","['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']",NOUN,3,6
290,magazine,RLSH,real,long,simple,5.5e-05,7,4.74,"['M', 'AE1', 'G', 'AH0', 'Z', 'IY2', 'N']","['M', 'AE', 'G', 'AH', 'Z', 'IY', 'N']",NOUN,3,4
291,candidate,RLSH,real,long,simple,4.57e-05,8,4.66,"['K', 'AE1', 'N', 'D', 'AH0', 'D', 'EY0', 'T']","['K', 'AE', 'N', 'D', 'AH', 'D', 'EY', 'T']",NOUN,3,5
292,fantasy,RLSH,real,long,simple,3.31e-05,7,4.52,"['F', 'AE1', 'N', 'T', 'AH0', 'S', 'IY0']","['F', 'AE', 'N', 'T', 'AH', 'S', 'IY']",NOUN,3,4
293,argentina,RLSH,real,long,simple,1.66e-05,9,4.22,"['AA2', 'R', 'JH', 'AH0', 'N', 'T', 'IY1', 'N', 'AH0']","['AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N', 'AH']",PROPN,4,5
294,franchise,RLSH,real,long,simple,1.95e-05,7,4.29,"['F', 'R', 'AE1', 'N', 'CH', 'AY2', 'Z']","['F', 'R', 'AE', 'N', 'CH', 'AY', 'Z']",NOUN,2,5
295,document,RLSH,real,long,simple,3.16e-05,9,4.5,"['D', 'AA1', 'K', 'Y', 'AH0', 'M', 'AH0', 'N', 'T']","['D', 'AA', 'K', 'Y', 'AH', 'M', 'AH', 'N', 'T']",NOUN,3,6
296,capacity,RLSH,real,long,simple,5.13e-05,8,4.71,"['K', 'AH0', 'P', 'AE1', 'S', 'AH0', 'T', 'IY0']","['K', 'AH', 'P', 'AE', 'S', 'AH', 'T', 'IY']",NOUN,4,4
297,deputy,RLSH,real,long,simple,3.55e-05,7,4.55,"['D', 'EH1', 'P', 'Y', 'AH0', 'T', 'IY0']","['D', 'EH', 'P', 'Y', 'AH', 'T', 'IY']",NOUN,3,4
298,religion,RLSH,real,long,simple,5.5e-05,7,4.74,"['R', 'IH0', 'L', 'IH1', 'JH', 'AH0', 'N']","['R', 'IH', 'L', 'IH', 'JH', 'AH', 'N']",NOUN,3,4
299,library,RLSH,real,long,simple,7.24e-05,7,4.86,"['L', 'AY1', 'B', 'R', 'EH2', 'R', 'IY0']","['L', 'AY', 'B', 'R', 'EH', 'R', 'IY']",NOUN,3,4
300,burgundy,RLSL,real,long,simple,2.88e-06,7,3.46,"['B', 'ER1', 'G', 'AH0', 'N', 'D', 'IY0']","['B', 'ER', 'G', 'AH', 'N', 'D', 'IY']",NOUN,3,4
301,tripoli,RLSL,real,long,simple,1.95e-06,7,3.29,"['T', 'R', 'IH1', 'P', 'AH0', 'L', 'IY0']","['T', 'R', 'IH', 'P', 'AH', 'L', 'IY']",PROPN,3,4
302,barbados,RLSL,real,long,simple,3.16e-06,8,3.5,"['B', 'AA0', 'R', 'B', 'EY1', 'D', 'OW0', 'S']","['B', 'AA', 'R', 'B', 'EY', 'D', 'OW', 'S']",PROPN,3,5
303,scarlett,RLSL,real,long,simple,2.82e-06,7,3.45,"['S', 'K', 'AA1', 'R', 'L', 'IH0', 'T']","['S', 'K', 'AA', 'R', 'L', 'IH', 'T']",PROPN,2,5
304,ecstasy,RLSL,real,long,simple,3.02e-06,7,3.48,"['EH1', 'K', 'S', 'T', 'AH0', 'S', 'IY0']","['EH', 'K', 'S', 'T', 'AH', 'S', 'IY']",NOUN,3,4
305,kubrick,RLSL,real,long,simple,7.59e-07,7,2.88,"['K', 'Y', 'UW1', 'B', 'R', 'IH2', 'K']","['K', 'Y', 'UW', 'B', 'R', 'IH', 'K']",PROPN,2,5
306,impetus,RLSL,real,long,simple,1.86e-06,7,3.27,"['IH1', 'M', 'P', 'AH0', 'T', 'AH0', 'S']","['IH', 'M', 'P', 'AH', 'T', 'AH', 'S']",NOUN,3,4
307,honolulu,RLSL,real,long,simple,3.16e-06,8,3.5,"['HH', 'AA2', 'N', 'AH0', 'L', 'UW1', 'L', 'UW0']","['HH', 'AA', 'N', 'AH', 'L', 'UW', 'L', 'UW']",PROPN,4,4
308,amethyst,RLSL,real,long,simple,1.02e-06,7,3.01,"['AE1', 'M', 'IH0', 'TH', 'IH0', 'S', 'T']","['AE', 'M', 'IH', 'TH', 'IH', 'S', 'T']",NOUN,3,4
309,cadillac,RLSL,real,long,simple,3.02e-06,7,3.48,"['K', 'AE1', 'D', 'AH0', 'L', 'AE2', 'K']","['K', 'AE', 'D', 'AH', 'L', 'AE', 'K']",PROPN,3,4
310,epsilon,RLSL,real,long,simple,7.59e-07,7,2.88,"['EH1', 'P', 'S', 'AH0', 'L', 'AA2', 'N']","['EH', 'P', 'S', 'AH', 'L', 'AA', 'N']",NOUN,3,4
311,tabernacle,RLSL,real,long,simple,1.15e-06,9,3.06,"['T', 'AE1', 'B', 'ER0', 'N', 'AE2', 'K', 'AH0', 'L']","['T', 'AE', 'B', 'ER', 'N', 'AE', 'K', 'AH', 'L']",NOUN,4,5
312,pringle,RLSL,real,long,simple,7.94e-07,7,2.9,"['P', 'R', 'IH1', 'NG', 'G', 'AH0', 'L']","['P', 'R', 'IH', 'NG', 'G', 'AH', 'L']",PROPN,2,5
313,diaspora,RLSL,real,long,simple,2.82e-06,7,3.45,"['D', 'AY0', 'AE1', 'S', 'P', 'ER0', 'AH0']","['D', 'AY', 'AE', 'S', 'P', 'ER', 'AH']",PROPN,4,3
314,camelot,RLSL,real,long,simple,9.33e-07,7,2.97,"['K', 'AE1', 'M', 'AH0', 'L', 'AA2', 'T']","['K', 'AE', 'M', 'AH', 'L', 'AA', 'T']",PROPN,3,4
315,conundrum,RLSL,real,long,simple,1e-06,9,3.0,"['K', 'AH0', 'N', 'AH1', 'N', 'D', 'R', 'AH0', 'M']","['K', 'AH', 'N', 'AH', 'N', 'D', 'R', 'AH', 'M']",NOUN,3,6
316,lombard,RLSL,real,long,simple,1e-06,7,3.0,"['L', 'AA1', 'M', 'B', 'AA0', 'R', 'D']","['L', 'AA', 'M', 'B', 'AA', 'R', 'D']",PROPN,2,5
317,placebo,RLSL,real,long,simple,3.02e-06,7,3.48,"['P', 'L', 'AH0', 'S', 'IY1', 'B', 'OW0']","['P', 'L', 'AH', 'S', 'IY', 'B', 'OW']",NOUN,3,4
318,bolshevik,RLSL,real,long,simple,9.33e-07,8,2.97,"['B', 'OW1', 'L', 'SH', 'AH0', 'V', 'IH2', 'K']","['B', 'OW', 'L', 'SH', 'AH', 'V', 'IH', 'K']",ADJ,3,5
319,ephemeral,RLSL,real,long,simple,9.77e-07,7,2.99,"['IH0', 'F', 'EH1', 'M', 'ER0', 'AH0', 'L']","['IH', 'F', 'EH', 'M', 'ER', 'AH', 'L']",ADJ,4,3
320,nicaragua,RLSL,real,long,simple,2.75e-06,8,3.44,"['N', 'IH2', 'K', 'ER0', 'AA1', 'G', 'W', 'AH0']","['N', 'IH', 'K', 'ER', 'AA', 'G', 'W', 'AH']",PROPN,4,4
321,apricot,RLSL,real,long,simple,9.55e-07,7,2.98,"['EY1', 'P', 'R', 'AH0', 'K', 'AA2', 'T']","['EY', 'P', 'R', 'AH', 'K', 'AA', 'T']",PROPN,3,4
322,hiroshima,RLSL,real,long,simple,1.86e-06,8,3.27,"['HH', 'IH2', 'R', 'OW0', 'SH', 'IY1', 'M', 'AH0']","['HH', 'IH', 'R', 'OW', 'SH', 'IY', 'M', 'AH']",PROPN,4,4
323,adrenal,RLSL,real,long,simple,9.77e-07,7,2.99,"['AH0', 'D', 'R', 'IY1', 'N', 'AH0', 'L']","['AH', 'D', 'R', 'IY', 'N', 'AH', 'L']",PROPN,3,4
324,requiem,RLSL,real,long,simple,1.15e-06,7,3.06,"['R', 'EH1', 'K', 'W', 'IY0', 'AH0', 'M']","['R', 'EH', 'K', 'W', 'IY', 'AH', 'M']",NOUN,3,4
325,kendrick,RLSL,real,long,simple,2.88e-06,7,3.46,"['K', 'EH1', 'N', 'D', 'R', 'IH0', 'K']","['K', 'EH', 'N', 'D', 'R', 'IH', 'K']",PROPN,2,5
326,marlboro,RLSL,real,long,simple,1.05e-06,7,3.02,"['M', 'AA1', 'R', 'L', 'B', 'ER0', 'OW0']","['M', 'AA', 'R', 'L', 'B', 'ER', 'OW']",PROPN,3,4
327,abercrombie,RLSL,real,long,simple,9.33e-07,9,2.97,"['AE2', 'B', 'ER0', 'K', 'R', 'AA1', 'M', 'B', 'IY0']","['AE', 'B', 'ER', 'K', 'R', 'AA', 'M', 'B', 'IY']",PROPN,4,5
328,socrates,RLSL,real,long,simple,1.86e-06,8,3.27,"['S', 'AA1', 'K', 'R', 'AH0', 'T', 'IY2', 'Z']","['S', 'AA', 'K', 'R', 'AH', 'T', 'IY', 'Z']",NOUN,3,5
329,nagasaki,RLSL,real,long,simple,9.55e-07,8,2.98,"['N', 'AA2', 'G', 'AA0', 'S', 'AA1', 'K', 'IY0']","['N', 'AA', 'G', 'AA', 'S', 'AA', 'K', 'IY']",PROPN,4,4
330,mutiny,RLSL,real,long,simple,1.86e-06,7,3.27,"['M', 'Y', 'UW1', 'T', 'AH0', 'N', 'IY0']","['M', 'Y', 'UW', 'T', 'AH', 'N', 'IY']",NOUN,3,4
331,wesleyan,RLSL,real,long,simple,1.12e-06,7,3.05,"['W', 'EH1', 'Z', 'L', 'IY0', 'AH0', 'N']","['W', 'EH', 'Z', 'L', 'IY', 'AH', 'N']",PROPN,3,4
332,eradicate,RLSL,real,long,simple,1.95e-06,8,3.29,"['IH0', 'R', 'AE1', 'D', 'AH0', 'K', 'EY2', 'T']","['IH', 'R', 'AE', 'D', 'AH', 'K', 'EY', 'T']",VERB,4,4
333,umbilical,RLSL,real,long,simple,1.05e-06,9,3.02,"['AH0', 'M', 'B', 'IH1', 'L', 'IH0', 'K', 'AH0', 'L']","['AH', 'M', 'B', 'IH', 'L', 'IH', 'K', 'AH', 'L']",ADJ,4,5
334,cornelius,RLSL,real,long,simple,1.86e-06,9,3.27,"['K', 'AO0', 'R', 'N', 'IY1', 'L', 'Y', 'AH0', 'S']","['K', 'AO', 'R', 'N', 'IY', 'L', 'Y', 'AH', 'S']",PROPN,3,6
335,crocodile,RLSL,real,long,simple,3.09e-06,8,3.49,"['K', 'R', 'AA1', 'K', 'AH0', 'D', 'AY2', 'L']","['K', 'R', 'AA', 'K', 'AH', 'D', 'AY', 'L']",NOUN,3,5
336,pensacola,RLSL,real,long,simple,1.15e-06,9,3.06,"['P', 'EH2', 'N', 'S', 'AH0', 'K', 'OW1', 'L', 'AH0']","['P', 'EH', 'N', 'S', 'AH', 'K', 'OW', 'L', 'AH']",PROPN,4,5
337,pasadena,RLSL,real,long,simple,2.82e-06,8,3.45,"['P', 'AE2', 'S', 'AH0', 'D', 'IY1', 'N', 'ER0']","['P', 'AE', 'S', 'AH', 'D', 'IY', 'N', 'ER']",PROPN,4,4
338,amulet,RLSL,real,long,simple,9.77e-07,7,2.99,"['AE1', 'M', 'Y', 'AH0', 'L', 'AH0', 'T']","['AE', 'M', 'Y', 'AH', 'L', 'AH', 'T']",NOUN,3,4
339,kalamazoo,RLSL,real,long,simple,9.77e-07,8,2.99,"['K', 'AE2', 'L', 'AH0', 'M', 'AH0', 'Z', 'UW1']","['K', 'AE', 'L', 'AH', 'M', 'AH', 'Z', 'UW']",PROPN,4,4
340,molasses,RLSL,real,long,simple,1e-06,7,3.0,"['M', 'AH0', 'L', 'AE1', 'S', 'AH0', 'Z']","['M', 'AH', 'L', 'AE', 'S', 'AH', 'Z']",VERB,3,4
341,ebenezer,RLSL,real,long,simple,7.76e-07,7,2.89,"['EH2', 'B', 'IH0', 'N', 'IY1', 'Z', 'ER0']","['EH', 'B', 'IH', 'N', 'IY', 'Z', 'ER']",PROPN,4,3
342,epitome,RLSL,real,long,simple,1.91e-06,7,3.28,"['IH0', 'P', 'IH1', 'T', 'AH0', 'M', 'IY0']","['IH', 'P', 'IH', 'T', 'AH', 'M', 'IY']",NOUN,4,3
343,hezbollah,RLSL,real,long,simple,1.86e-06,7,3.27,"['HH', 'EH0', 'Z', 'B', 'AA1', 'L', 'AH0']","['HH', 'EH', 'Z', 'B', 'AA', 'L', 'AH']",PROPN,3,4
344,reprimand,RLSL,real,long,simple,7.94e-07,9,2.9,"['R', 'EH1', 'P', 'R', 'AH0', 'M', 'AE2', 'N', 'D']","['R', 'EH', 'P', 'R', 'AH', 'M', 'AE', 'N', 'D']",VERB,3,6
345,plankton,RLSL,real,long,simple,1.12e-06,8,3.05,"['P', 'L', 'AE1', 'NG', 'K', 'T', 'AH0', 'N']","['P', 'L', 'AE', 'NG', 'K', 'T', 'AH', 'N']",NOUN,2,6
346,maserati,RLSL,real,long,simple,9.55e-07,8,2.98,"['M', 'AE2', 'S', 'EH0', 'R', 'AA1', 'T', 'IY0']","['M', 'AE', 'S', 'EH', 'R', 'AA', 'T', 'IY']",PROPN,4,4
347,yokohama,RLSL,real,long,simple,1.12e-06,8,3.05,"['Y', 'OW2', 'K', 'AH0', 'HH', 'AA1', 'M', 'AH0']","['Y', 'OW', 'K', 'AH', 'HH', 'AA', 'M', 'AH']",PROPN,4,4
348,albuquerque,RLSL,real,long,simple,3.16e-06,8,3.5,"['AE1', 'L', 'B', 'AH0', 'K', 'ER0', 'K', 'IY0']","['AE', 'L', 'B', 'AH', 'K', 'ER', 'K', 'IY']",PROPN,4,4
349,pretzel,RLSL,real,long,simple,9.55e-07,7,2.98,"['P', 'R', 'EH1', 'T', 'Z', 'AH0', 'L']","['P', 'R', 'EH', 'T', 'Z', 'AH', 'L']",PROPN,2,5
350,lavatory,RLSL,real,long,simple,7.94e-07,8,2.9,"['L', 'AE1', 'V', 'AH0', 'T', 'AO2', 'R', 'IY0']","['L', 'AE', 'V', 'AH', 'T', 'AO', 'R', 'IY']",NOUN,4,4
351,mozambique,RLSL,real,long,simple,1.95e-06,8,3.29,"['M', 'OW2', 'Z', 'AE0', 'M', 'B', 'IY1', 'K']","['M', 'OW', 'Z', 'AE', 'M', 'B', 'IY', 'K']",PROPN,3,5
352,penicillin,RLSL,real,long,simple,1.1e-06,9,3.04,"['P', 'EH2', 'N', 'AH0', 'S', 'IH1', 'L', 'AH0', 'N']","['P', 'EH', 'N', 'AH', 'S', 'IH', 'L', 'AH', 'N']",NOUN,4,5
353,broccoli,RLSL,real,long,simple,3.16e-06,7,3.5,"['B', 'R', 'AA1', 'K', 'AH0', 'L', 'IY0']","['B', 'R', 'AA', 'K', 'AH', 'L', 'IY']",VERB,3,4
354,molotov,RLSL,real,long,simple,1.05e-06,7,3.02,"['M', 'AO1', 'L', 'AH0', 'T', 'AA2', 'F']","['M', 'AO', 'L', 'AH', 'T', 'AA', 'F']",PROPN,3,4
355,winthrop,RLSL,real,long,simple,1.1e-06,7,3.04,"['W', 'IH1', 'N', 'TH', 'R', 'AH0', 'P']","['W', 'IH', 'N', 'TH', 'R', 'AH', 'P']",PROPN,2,5
356,behemoth,RLSL,real,long,simple,9.33e-07,7,2.97,"['B', 'AH0', 'HH', 'IY1', 'M', 'AH0', 'TH']","['B', 'AH', 'HH', 'IY', 'M', 'AH', 'TH']",NOUN,3,4
357,siegfried,RLSL,real,long,simple,1.07e-06,7,3.03,"['S', 'IY1', 'G', 'F', 'R', 'IY2', 'D']","['S', 'IY', 'G', 'F', 'R', 'IY', 'D']",PROPN,2,5
358,uranus,RLSL,real,long,simple,1.02e-06,7,3.01,"['Y', 'UW1', 'R', 'AH0', 'N', 'AH0', 'S']","['Y', 'UW', 'R', 'AH', 'N', 'AH', 'S']",PROPN,3,4
359,trenton,RLSL,real,long,simple,1.95e-06,7,3.29,"['T', 'R', 'EH1', 'N', 'T', 'AH0', 'N']","['T', 'R', 'EH', 'N', 'T', 'AH', 'N']",PROPN,2,5
360,pragmatic,RLSL,real,long,simple,3.09e-06,9,3.49,"['P', 'R', 'AE0', 'G', 'M', 'AE1', 'T', 'IH0', 'K']","['P', 'R', 'AE', 'G', 'M', 'AE', 'T', 'IH', 'K']",ADJ,3,6
361,blatant,RLSL,real,long,simple,2.82e-06,7,3.45,"['B', 'L', 'EY1', 'T', 'AH0', 'N', 'T']","['B', 'L', 'EY', 'T', 'AH', 'N', 'T']",ADJ,2,5
362,chardonnay,RLSL,real,long,simple,9.55e-07,7,2.98,"['CH', 'AA0', 'R', 'D', 'AA1', 'N', 'EY0']","['CH', 'AA', 'R', 'D', 'AA', 'N', 'EY']",NOUN,3,4
363,travesty,RLSL,real,long,simple,1e-06,8,3.0,"['T', 'R', 'AE1', 'V', 'AH0', 'S', 'T', 'IY0']","['T', 'R', 'AE', 'V', 'AH', 'S', 'T', 'IY']",PROPN,3,5
364,jeremiah,RLSL,real,long,simple,3.02e-06,7,3.48,"['JH', 'EH2', 'R', 'AH0', 'M', 'AY1', 'AH0']","['JH', 'EH', 'R', 'AH', 'M', 'AY', 'AH']",PROPN,4,3
365,vortex,RLSL,real,long,simple,2.95e-06,7,3.47,"['V', 'AO1', 'R', 'T', 'EH0', 'K', 'S']","['V', 'AO', 'R', 'T', 'EH', 'K', 'S']",NOUN,2,5
366,badminton,RLSL,real,long,simple,1.91e-06,9,3.28,"['B', 'AE1', 'D', 'M', 'IH2', 'N', 'T', 'AH0', 'N']","['B', 'AE', 'D', 'M', 'IH', 'N', 'T', 'AH', 'N']",PROPN,3,6
367,heineken,RLSL,real,long,simple,1.02e-06,7,3.01,"['HH', 'AY1', 'N', 'AH0', 'K', 'AH0', 'N']","['HH', 'AY', 'N', 'AH', 'K', 'AH', 'N']",PROPN,3,4
368,azerbaijan,RLSL,real,long,simple,3.02e-06,8,3.48,"['AA2', 'Z', 'ER0', 'B', 'AY0', 'JH', 'AA1', 'N']","['AA', 'Z', 'ER', 'B', 'AY', 'JH', 'AA', 'N']",PROPN,4,4
