,Phonemes,No_Stress,Sonority,Type,Length
8116,"['ZH', 'N', 'EH0']","['ZH', 'N', 'EH']",2,CCV,3
8117,"['EH0', 'ZH', 'N']","['EH', 'ZH', 'N']",-2,VCC,3
8118,"['ZH', 'N', 'UH0']","['ZH', 'N', 'UH']",2,CCV,3
8119,"['UH0', 'ZH', 'N']","['UH', 'ZH', 'N']",-2,VCC,3
8120,"['ZH', 'N', 'IY0']","['ZH', 'N', 'IY']",2,CCV,3
8121,"['IY0', 'ZH', 'N']","['IY', 'ZH', 'N']",-2,VCC,3
8122,"['ZH', 'N', 'EY0']","['ZH', 'N', 'EY']",2,CCV,3
8123,"['EY0', 'ZH', 'N']","['EY', 'ZH', 'N']",-2,VCC,3
8124,"['ZH', 'N', 'OW0']","['ZH', 'N', 'OW']",2,CCV,3
8125,"['OW0', 'ZH', 'N']","['OW', 'ZH', 'N']",-2,VCC,3
8126,"['ZH', 'N', 'AE0']","['ZH', 'N', 'AE']",2,CCV,3
8127,"['AE0', 'ZH', 'N']","['AE', 'ZH', 'N']",-2,VCC,3
8128,"['ZH', 'N', 'AW0']","['ZH', 'N', 'AW']",2,CCV,3
8129,"['AW0', 'ZH', 'N']","['AW', 'ZH', 'N']",-2,VCC,3
8130,"['ZH', 'NG', 'AH0']","['ZH', 'NG', 'AH']",2,CCV,3
8131,"['AH0', 'ZH', 'NG']","['AH', 'ZH', 'NG']",-2,VCC,3
8132,"['ZH', 'NG', 'OY0']","['ZH', 'NG', 'OY']",2,CCV,3
8133,"['OY0', 'ZH', 'NG']","['OY', 'ZH', 'NG']",-2,VCC,3
8134,"['ZH', 'NG', 'AA0']","['ZH', 'NG', 'AA']",2,CCV,3
8135,"['AA0', 'ZH', 'NG']","['AA', 'ZH', 'NG']",-2,VCC,3
8136,"['ZH', 'NG', 'AY0']","['ZH', 'NG', 'AY']",2,CCV,3
8137,"['AY0', 'ZH', 'NG']","['AY', 'ZH', 'NG']",-2,VCC,3
8138,"['ZH', 'NG', 'ER0']","['ZH', 'NG', 'ER']",2,CCV,3
8139,"['ER0', 'ZH', 'NG']","['ER', 'ZH', 'NG']",-2,VCC,3
8140,"['ZH', 'NG', 'AO0']","['ZH', 'NG', 'AO']",2,CCV,3
8141,"['AO0', 'ZH', 'NG']","['AO', 'ZH', 'NG']",-2,VCC,3
8142,"['ZH', 'NG', 'UW0']","['ZH', 'NG', 'UW']",2,CCV,3
8143,"['UW0', 'ZH', 'NG']","['UW', 'ZH', 'NG']",-2,VCC,3
8144,"['ZH', 'NG', 'IH0']","['ZH', 'NG', 'IH']",2,CCV,3
8145,"['IH0', 'ZH', 'NG']","['IH', 'ZH', 'NG']",-2,VCC,3
8146,"['ZH', 'NG', 'EH0']","['ZH', 'NG', 'EH']",2,CCV,3
8147,"['EH0', 'ZH', 'NG']","['EH', 'ZH', 'NG']",-2,VCC,3
8148,"['ZH', 'NG', 'UH0']","['ZH', 'NG', 'UH']",2,CCV,3
8149,"['UH0', 'ZH', 'NG']","['UH', 'ZH', 'NG']",-2,VCC,3
8150,"['ZH', 'NG', 'IY0']","['ZH', 'NG', 'IY']",2,CCV,3
8151,"['IY0', 'ZH', 'NG']","['IY', 'ZH', 'NG']",-2,VCC,3
8152,"['ZH', 'NG', 'EY0']","['ZH', 'NG', 'EY']",2,CCV,3
8153,"['EY0', 'ZH', 'NG']","['EY', 'ZH', 'NG']",-2,VCC,3
8154,"['ZH', 'NG', 'OW0']","['ZH', 'NG', 'OW']",2,CCV,3
8155,"['OW0', 'ZH', 'NG']","['OW', 'ZH', 'NG']",-2,VCC,3
8156,"['ZH', 'NG', 'AE0']","['ZH', 'NG', 'AE']",2,CCV,3
8157,"['AE0', 'ZH', 'NG']","['AE', 'ZH', 'NG']",-2,VCC,3
8158,"['ZH', 'NG', 'AW0']","['ZH', 'NG', 'AW']",2,CCV,3
8159,"['AW0', 'ZH', 'NG']","['AW', 'ZH', 'NG']",-2,VCC,3
8160,"['ZH', 'L', 'AH0']","['ZH', 'L', 'AH']",3,CCV,3
8161,"['AH0', 'ZH', 'L']","['AH', 'ZH', 'L']",-3,VCC,3
8162,"['ZH', 'L', 'OY0']","['ZH', 'L', 'OY']",3,CCV,3
8163,"['OY0', 'ZH', 'L']","['OY', 'ZH', 'L']",-3,VCC,3
8164,"['ZH', 'L', 'AA0']","['ZH', 'L', 'AA']",3,CCV,3
8165,"['AA0', 'ZH', 'L']","['AA', 'ZH', 'L']",-3,VCC,3
8166,"['ZH', 'L', 'AY0']","['ZH', 'L', 'AY']",3,CCV,3
8167,"['AY0', 'ZH', 'L']","['AY', 'ZH', 'L']",-3,VCC,3
8168,"['ZH', 'L', 'ER0']","['ZH', 'L', 'ER']",3,CCV,3
8169,"['ER0', 'ZH', 'L']","['ER', 'ZH', 'L']",-3,VCC,3
8170,"['ZH', 'L', 'AO0']","['ZH', 'L', 'AO']",3,CCV,3
8171,"['AO0', 'ZH', 'L']","['AO', 'ZH', 'L']",-3,VCC,3
8172,"['ZH', 'L', 'UW0']","['ZH', 'L', 'UW']",3,CCV,3
8173,"['UW0', 'ZH', 'L']","['UW', 'ZH', 'L']",-3,VCC,3
8174,"['ZH', 'L', 'IH0']","['ZH', 'L', 'IH']",3,CCV,3
8175,"['IH0', 'ZH', 'L']","['IH', 'ZH', 'L']",-3,VCC,3
8176,"['ZH', 'L', 'EH0']","['ZH', 'L', 'EH']",3,CCV,3
8177,"['EH0', 'ZH', 'L']","['EH', 'ZH', 'L']",-3,VCC,3
8178,"['ZH', 'L', 'UH0']","['ZH', 'L', 'UH']",3,CCV,3
8179,"['UH0', 'ZH', 'L']","['UH', 'ZH', 'L']",-3,VCC,3
8180,"['ZH', 'L', 'IY0']","['ZH', 'L', 'IY']",3,CCV,3
8181,"['IY0', 'ZH', 'L']","['IY', 'ZH', 'L']",-3,VCC,3
8182,"['ZH', 'L', 'EY0']","['ZH', 'L', 'EY']",3,CCV,3
8183,"['EY0', 'ZH', 'L']","['EY', 'ZH', 'L']",-3,VCC,3
8184,"['ZH', 'L', 'OW0']","['ZH', 'L', 'OW']",3,CCV,3
8185,"['OW0', 'ZH', 'L']","['OW', 'ZH', 'L']",-3,VCC,3
8186,"['ZH', 'L', 'AE0']","['ZH', 'L', 'AE']",3,CCV,3
8187,"['AE0', 'ZH', 'L']","['AE', 'ZH', 'L']",-3,VCC,3
8188,"['ZH', 'L', 'AW0']","['ZH', 'L', 'AW']",3,CCV,3
8189,"['AW0', 'ZH', 'L']","['AW', 'ZH', 'L']",-3,VCC,3
8190,"['ZH', 'R', 'AH0']","['ZH', 'R', 'AH']",3,CCV,3
8191,"['AH0', 'ZH', 'R']","['AH', 'ZH', 'R']",-3,VCC,3
8192,"['ZH', 'R', 'OY0']","['ZH', 'R', 'OY']",3,CCV,3
8193,"['OY0', 'ZH', 'R']","['OY', 'ZH', 'R']",-3,VCC,3
8194,"['ZH', 'R', 'AA0']","['ZH', 'R', 'AA']",3,CCV,3
8195,"['AA0', 'ZH', 'R']","['AA', 'ZH', 'R']",-3,VCC,3
8196,"['ZH', 'R', 'AY0']","['ZH', 'R', 'AY']",3,CCV,3
8197,"['AY0', 'ZH', 'R']","['AY', 'ZH', 'R']",-3,VCC,3
8198,"['ZH', 'R', 'ER0']","['ZH', 'R', 'ER']",3,CCV,3
8199,"['ER0', 'ZH', 'R']","['ER', 'ZH', 'R']",-3,VCC,3
8200,"['ZH', 'R', 'AO0']","['ZH', 'R', 'AO']",3,CCV,3
8201,"['AO0', 'ZH', 'R']","['AO', 'ZH', 'R']",-3,VCC,3
8202,"['ZH', 'R', 'UW0']","['ZH', 'R', 'UW']",3,CCV,3
8203,"['UW0', 'ZH', 'R']","['UW', 'ZH', 'R']",-3,VCC,3
8204,"['ZH', 'R', 'IH0']","['ZH', 'R', 'IH']",3,CCV,3
8205,"['IH0', 'ZH', 'R']","['IH', 'ZH', 'R']",-3,VCC,3
8206,"['ZH', 'R', 'EH0']","['ZH', 'R', 'EH']",3,CCV,3
8207,"['EH0', 'ZH', 'R']","['EH', 'ZH', 'R']",-3,VCC,3
8208,"['ZH', 'R', 'UH0']","['ZH', 'R', 'UH']",3,CCV,3
8209,"['UH0', 'ZH', 'R']","['UH', 'ZH', 'R']",-3,VCC,3
8210,"['ZH', 'R', 'IY0']","['ZH', 'R', 'IY']",3,CCV,3
8211,"['IY0', 'ZH', 'R']","['IY', 'ZH', 'R']",-3,VCC,3
8212,"['ZH', 'R', 'EY0']","['ZH', 'R', 'EY']",3,CCV,3
8213,"['EY0', 'ZH', 'R']","['EY', 'ZH', 'R']",-3,VCC,3
8214,"['ZH', 'R', 'OW0']","['ZH', 'R', 'OW']",3,CCV,3
8215,"['OW0', 'ZH', 'R']","['OW', 'ZH', 'R']",-3,VCC,3
8216,"['ZH', 'R', 'AE0']","['ZH', 'R', 'AE']",3,CCV,3
8217,"['AE0', 'ZH', 'R']","['AE', 'ZH', 'R']",-3,VCC,3
8218,"['ZH', 'R', 'AW0']","['ZH', 'R', 'AW']",3,CCV,3
8219,"['AW0', 'ZH', 'R']","['AW', 'ZH', 'R']",-3,VCC,3
8220,"['ZH', 'W', 'AH0']","['ZH', 'W', 'AH']",4,CCV,3
8221,"['AH0', 'ZH', 'W']","['AH', 'ZH', 'W']",-4,VCC,3
8222,"['ZH', 'W', 'OY0']","['ZH', 'W', 'OY']",4,CCV,3
8223,"['OY0', 'ZH', 'W']","['OY', 'ZH', 'W']",-4,VCC,3
8224,"['ZH', 'W', 'AA0']","['ZH', 'W', 'AA']",4,CCV,3
8225,"['AA0', 'ZH', 'W']","['AA', 'ZH', 'W']",-4,VCC,3
8226,"['ZH', 'W', 'AY0']","['ZH', 'W', 'AY']",4,CCV,3
8227,"['AY0', 'ZH', 'W']","['AY', 'ZH', 'W']",-4,VCC,3
8228,"['ZH', 'W', 'ER0']","['ZH', 'W', 'ER']",4,CCV,3
8229,"['ER0', 'ZH', 'W']","['ER', 'ZH', 'W']",-4,VCC,3
8230,"['ZH', 'W', 'AO0']","['ZH', 'W', 'AO']",4,CCV,3
8231,"['AO0', 'ZH', 'W']","['AO', 'ZH', 'W']",-4,VCC,3
8232,"['ZH', 'W', 'UW0']","['ZH', 'W', 'UW']",4,CCV,3
8233,"['UW0', 'ZH', 'W']","['UW', 'ZH', 'W']",-4,VCC,3
8234,"['ZH', 'W', 'IH0']","['ZH', 'W', 'IH']",4,CCV,3
8235,"['IH0', 'ZH', 'W']","['IH', 'ZH', 'W']",-4,VCC,3
8236,"['ZH', 'W', 'EH0']","['ZH', 'W', 'EH']",4,CCV,3
8237,"['EH0', 'ZH', 'W']","['EH', 'ZH', 'W']",-4,VCC,3
8238,"['ZH', 'W', 'UH0']","['ZH', 'W', 'UH']",4,CCV,3
8239,"['UH0', 'ZH', 'W']","['UH', 'ZH', 'W']",-4,VCC,3
8240,"['ZH', 'W', 'IY0']","['ZH', 'W', 'IY']",4,CCV,3
8241,"['IY0', 'ZH', 'W']","['IY', 'ZH', 'W']",-4,VCC,3
8242,"['ZH', 'W', 'EY0']","['ZH', 'W', 'EY']",4,CCV,3
8243,"['EY0', 'ZH', 'W']","['EY', 'ZH', 'W']",-4,VCC,3
8244,"['ZH', 'W', 'OW0']","['ZH', 'W', 'OW']",4,CCV,3
8245,"['OW0', 'ZH', 'W']","['OW', 'ZH', 'W']",-4,VCC,3
8246,"['ZH', 'W', 'AE0']","['ZH', 'W', 'AE']",4,CCV,3
8247,"['AE0', 'ZH', 'W']","['AE', 'ZH', 'W']",-4,VCC,3
8248,"['ZH', 'W', 'AW0']","['ZH', 'W', 'AW']",4,CCV,3
8249,"['AW0', 'ZH', 'W']","['AW', 'ZH', 'W']",-4,VCC,3
8250,"['ZH', 'Y', 'AH0']","['ZH', 'Y', 'AH']",4,CCV,3
8251,"['AH0', 'ZH', 'Y']","['AH', 'ZH', 'Y']",-4,VCC,3
8252,"['ZH', 'Y', 'OY0']","['ZH', 'Y', 'OY']",4,CCV,3
8253,"['OY0', 'ZH', 'Y']","['OY', 'ZH', 'Y']",-4,VCC,3
8254,"['ZH', 'Y', 'AA0']","['ZH', 'Y', 'AA']",4,CCV,3
8255,"['AA0', 'ZH', 'Y']","['AA', 'ZH', 'Y']",-4,VCC,3
8256,"['ZH', 'Y', 'AY0']","['ZH', 'Y', 'AY']",4,CCV,3
8257,"['AY0', 'ZH', 'Y']","['AY', 'ZH', 'Y']",-4,VCC,3
8258,"['ZH', 'Y', 'ER0']","['ZH', 'Y', 'ER']",4,CCV,3
8259,"['ER0', 'ZH', 'Y']","['ER', 'ZH', 'Y']",-4,VCC,3
8260,"['ZH', 'Y', 'AO0']","['ZH', 'Y', 'AO']",4,CCV,3
8261,"['AO0', 'ZH', 'Y']","['AO', 'ZH', 'Y']",-4,VCC,3
8262,"['ZH', 'Y', 'UW0']","['ZH', 'Y', 'UW']",4,CCV,3
8263,"['UW0', 'ZH', 'Y']","['UW', 'ZH', 'Y']",-4,VCC,3
8264,"['ZH', 'Y', 'IH0']","['ZH', 'Y', 'IH']",4,CCV,3
8265,"['IH0', 'ZH', 'Y']","['IH', 'ZH', 'Y']",-4,VCC,3
8266,"['ZH', 'Y', 'EH0']","['ZH', 'Y', 'EH']",4,CCV,3
8267,"['EH0', 'ZH', 'Y']","['EH', 'ZH', 'Y']",-4,VCC,3
8268,"['ZH', 'Y', 'UH0']","['ZH', 'Y', 'UH']",4,CCV,3
8269,"['UH0', 'ZH', 'Y']","['UH', 'ZH', 'Y']",-4,VCC,3
8270,"['ZH', 'Y', 'IY0']","['ZH', 'Y', 'IY']",4,CCV,3
8271,"['IY0', 'ZH', 'Y']","['IY', 'ZH', 'Y']",-4,VCC,3
8272,"['ZH', 'Y', 'EY0']","['ZH', 'Y', 'EY']",4,CCV,3
8273,"['EY0', 'ZH', 'Y']","['EY', 'ZH', 'Y']",-4,VCC,3
8274,"['ZH', 'Y', 'OW0']","['ZH', 'Y', 'OW']",4,CCV,3
8275,"['OW0', 'ZH', 'Y']","['OW', 'ZH', 'Y']",-4,VCC,3
8276,"['ZH', 'Y', 'AE0']","['ZH', 'Y', 'AE']",4,CCV,3
8277,"['AE0', 'ZH', 'Y']","['AE', 'ZH', 'Y']",-4,VCC,3
8278,"['ZH', 'Y', 'AW0']","['ZH', 'Y', 'AW']",4,CCV,3
8279,"['AW0', 'ZH', 'Y']","['AW', 'ZH', 'Y']",-4,VCC,3
8280,"['V', 'P', 'AH0']","['V', 'P', 'AH']",-1,CCV,3
8281,"['AH0', 'V', 'P']","['AH', 'V', 'P']",1,VCC,3
8282,"['V', 'P', 'OY0']","['V', 'P', 'OY']",-1,CCV,3
8283,"['OY0', 'V', 'P']","['OY', 'V', 'P']",1,VCC,3
8284,"['V', 'P', 'AA0']","['V', 'P', 'AA']",-1,CCV,3
8285,"['AA0', 'V', 'P']","['AA', 'V', 'P']",1,VCC,3
8286,"['V', 'P', 'AY0']","['V', 'P', 'AY']",-1,CCV,3
8287,"['AY0', 'V', 'P']","['AY', 'V', 'P']",1,VCC,3
8288,"['V', 'P', 'ER0']","['V', 'P', 'ER']",-1,CCV,3
8289,"['ER0', 'V', 'P']","['ER', 'V', 'P']",1,VCC,3
8290,"['V', 'P', 'AO0']","['V', 'P', 'AO']",-1,CCV,3
8291,"['AO0', 'V', 'P']","['AO', 'V', 'P']",1,VCC,3
8292,"['V', 'P', 'UW0']","['V', 'P', 'UW']",-1,CCV,3
8293,"['UW0', 'V', 'P']","['UW', 'V', 'P']",1,VCC,3
8294,"['V', 'P', 'IH0']","['V', 'P', 'IH']",-1,CCV,3
8295,"['IH0', 'V', 'P']","['IH', 'V', 'P']",1,VCC,3
8296,"['V', 'P', 'EH0']","['V', 'P', 'EH']",-1,CCV,3
8297,"['EH0', 'V', 'P']","['EH', 'V', 'P']",1,VCC,3
8298,"['V', 'P', 'UH0']","['V', 'P', 'UH']",-1,CCV,3
8299,"['UH0', 'V', 'P']","['UH', 'V', 'P']",1,VCC,3
8300,"['V', 'P', 'IY0']","['V', 'P', 'IY']",-1,CCV,3
8301,"['IY0', 'V', 'P']","['IY', 'V', 'P']",1,VCC,3
8302,"['V', 'P', 'EY0']","['V', 'P', 'EY']",-1,CCV,3
8303,"['EY0', 'V', 'P']","['EY', 'V', 'P']",1,VCC,3
8304,"['V', 'P', 'OW0']","['V', 'P', 'OW']",-1,CCV,3
8305,"['OW0', 'V', 'P']","['OW', 'V', 'P']",1,VCC,3
8306,"['V', 'P', 'AE0']","['V', 'P', 'AE']",-1,CCV,3
8307,"['AE0', 'V', 'P']","['AE', 'V', 'P']",1,VCC,3
8308,"['V', 'P', 'AW0']","['V', 'P', 'AW']",-1,CCV,3
8309,"['AW0', 'V', 'P']","['AW', 'V', 'P']",1,VCC,3
8310,"['V', 'T', 'AH0']","['V', 'T', 'AH']",-1,CCV,3
8311,"['AH0', 'V', 'T']","['AH', 'V', 'T']",1,VCC,3
8312,"['V', 'T', 'OY0']","['V', 'T', 'OY']",-1,CCV,3
8313,"['OY0', 'V', 'T']","['OY', 'V', 'T']",1,VCC,3
8314,"['V', 'T', 'AA0']","['V', 'T', 'AA']",-1,CCV,3
8315,"['AA0', 'V', 'T']","['AA', 'V', 'T']",1,VCC,3
8316,"['V', 'T', 'AY0']","['V', 'T', 'AY']",-1,CCV,3
8317,"['AY0', 'V', 'T']","['AY', 'V', 'T']",1,VCC,3
8318,"['V', 'T', 'ER0']","['V', 'T', 'ER']",-1,CCV,3
8319,"['ER0', 'V', 'T']","['ER', 'V', 'T']",1,VCC,3
8320,"['V', 'T', 'AO0']","['V', 'T', 'AO']",-1,CCV,3
8321,"['AO0', 'V', 'T']","['AO', 'V', 'T']",1,VCC,3
8322,"['V', 'T', 'UW0']","['V', 'T', 'UW']",-1,CCV,3
8323,"['UW0', 'V', 'T']","['UW', 'V', 'T']",1,VCC,3
8324,"['V', 'T', 'IH0']","['V', 'T', 'IH']",-1,CCV,3
8325,"['IH0', 'V', 'T']","['IH', 'V', 'T']",1,VCC,3
8326,"['V', 'T', 'EH0']","['V', 'T', 'EH']",-1,CCV,3
8327,"['EH0', 'V', 'T']","['EH', 'V', 'T']",1,VCC,3
8328,"['V', 'T', 'UH0']","['V', 'T', 'UH']",-1,CCV,3
8329,"['UH0', 'V', 'T']","['UH', 'V', 'T']",1,VCC,3
8330,"['V', 'T', 'IY0']","['V', 'T', 'IY']",-1,CCV,3
8331,"['IY0', 'V', 'T']","['IY', 'V', 'T']",1,VCC,3
8332,"['V', 'T', 'EY0']","['V', 'T', 'EY']",-1,CCV,3
8333,"['EY0', 'V', 'T']","['EY', 'V', 'T']",1,VCC,3
8334,"['V', 'T', 'OW0']","['V', 'T', 'OW']",-1,CCV,3
8335,"['OW0', 'V', 'T']","['OW', 'V', 'T']",1,VCC,3
8336,"['V', 'T', 'AE0']","['V', 'T', 'AE']",-1,CCV,3
8337,"['AE0', 'V', 'T']","['AE', 'V', 'T']",1,VCC,3
8338,"['V', 'T', 'AW0']","['V', 'T', 'AW']",-1,CCV,3
8339,"['AW0', 'V', 'T']","['AW', 'V', 'T']",1,VCC,3
8340,"['V', 'K', 'AH0']","['V', 'K', 'AH']",-1,CCV,3
8341,"['AH0', 'V', 'K']","['AH', 'V', 'K']",1,VCC,3
8342,"['V', 'K', 'OY0']","['V', 'K', 'OY']",-1,CCV,3
8343,"['OY0', 'V', 'K']","['OY', 'V', 'K']",1,VCC,3
8344,"['V', 'K', 'AA0']","['V', 'K', 'AA']",-1,CCV,3
8345,"['AA0', 'V', 'K']","['AA', 'V', 'K']",1,VCC,3
8346,"['V', 'K', 'AY0']","['V', 'K', 'AY']",-1,CCV,3
8347,"['AY0', 'V', 'K']","['AY', 'V', 'K']",1,VCC,3
8348,"['V', 'K', 'ER0']","['V', 'K', 'ER']",-1,CCV,3
8349,"['ER0', 'V', 'K']","['ER', 'V', 'K']",1,VCC,3
8350,"['V', 'K', 'AO0']","['V', 'K', 'AO']",-1,CCV,3
8351,"['AO0', 'V', 'K']","['AO', 'V', 'K']",1,VCC,3
8352,"['V', 'K', 'UW0']","['V', 'K', 'UW']",-1,CCV,3
8353,"['UW0', 'V', 'K']","['UW', 'V', 'K']",1,VCC,3
8354,"['V', 'K', 'IH0']","['V', 'K', 'IH']",-1,CCV,3
8355,"['IH0', 'V', 'K']","['IH', 'V', 'K']",1,VCC,3
8356,"['V', 'K', 'EH0']","['V', 'K', 'EH']",-1,CCV,3
8357,"['EH0', 'V', 'K']","['EH', 'V', 'K']",1,VCC,3
8358,"['V', 'K', 'UH0']","['V', 'K', 'UH']",-1,CCV,3
8359,"['UH0', 'V', 'K']","['UH', 'V', 'K']",1,VCC,3
8360,"['V', 'K', 'IY0']","['V', 'K', 'IY']",-1,CCV,3
8361,"['IY0', 'V', 'K']","['IY', 'V', 'K']",1,VCC,3
8362,"['V', 'K', 'EY0']","['V', 'K', 'EY']",-1,CCV,3
8363,"['EY0', 'V', 'K']","['EY', 'V', 'K']",1,VCC,3
8364,"['V', 'K', 'OW0']","['V', 'K', 'OW']",-1,CCV,3
8365,"['OW0', 'V', 'K']","['OW', 'V', 'K']",1,VCC,3
8366,"['V', 'K', 'AE0']","['V', 'K', 'AE']",-1,CCV,3
8367,"['AE0', 'V', 'K']","['AE', 'V', 'K']",1,VCC,3
8368,"['V', 'K', 'AW0']","['V', 'K', 'AW']",-1,CCV,3
8369,"['AW0', 'V', 'K']","['AW', 'V', 'K']",1,VCC,3
8370,"['V', 'B', 'AH0']","['V', 'B', 'AH']",-1,CCV,3
8371,"['AH0', 'V', 'B']","['AH', 'V', 'B']",1,VCC,3
8372,"['V', 'B', 'OY0']","['V', 'B', 'OY']",-1,CCV,3
8373,"['OY0', 'V', 'B']","['OY', 'V', 'B']",1,VCC,3
8374,"['V', 'B', 'AA0']","['V', 'B', 'AA']",-1,CCV,3
8375,"['AA0', 'V', 'B']","['AA', 'V', 'B']",1,VCC,3
8376,"['V', 'B', 'AY0']","['V', 'B', 'AY']",-1,CCV,3
8377,"['AY0', 'V', 'B']","['AY', 'V', 'B']",1,VCC,3
8378,"['V', 'B', 'ER0']","['V', 'B', 'ER']",-1,CCV,3
8379,"['ER0', 'V', 'B']","['ER', 'V', 'B']",1,VCC,3
8380,"['V', 'B', 'AO0']","['V', 'B', 'AO']",-1,CCV,3
8381,"['AO0', 'V', 'B']","['AO', 'V', 'B']",1,VCC,3
8382,"['V', 'B', 'UW0']","['V', 'B', 'UW']",-1,CCV,3
8383,"['UW0', 'V', 'B']","['UW', 'V', 'B']",1,VCC,3
8384,"['V', 'B', 'IH0']","['V', 'B', 'IH']",-1,CCV,3
8385,"['IH0', 'V', 'B']","['IH', 'V', 'B']",1,VCC,3
8386,"['V', 'B', 'EH0']","['V', 'B', 'EH']",-1,CCV,3
8387,"['EH0', 'V', 'B']","['EH', 'V', 'B']",1,VCC,3
8388,"['V', 'B', 'UH0']","['V', 'B', 'UH']",-1,CCV,3
8389,"['UH0', 'V', 'B']","['UH', 'V', 'B']",1,VCC,3
8390,"['V', 'B', 'IY0']","['V', 'B', 'IY']",-1,CCV,3
8391,"['IY0', 'V', 'B']","['IY', 'V', 'B']",1,VCC,3
8392,"['V', 'B', 'EY0']","['V', 'B', 'EY']",-1,CCV,3
8393,"['EY0', 'V', 'B']","['EY', 'V', 'B']",1,VCC,3
8394,"['V', 'B', 'OW0']","['V', 'B', 'OW']",-1,CCV,3
8395,"['OW0', 'V', 'B']","['OW', 'V', 'B']",1,VCC,3
8396,"['V', 'B', 'AE0']","['V', 'B', 'AE']",-1,CCV,3
8397,"['AE0', 'V', 'B']","['AE', 'V', 'B']",1,VCC,3
8398,"['V', 'B', 'AW0']","['V', 'B', 'AW']",-1,CCV,3
8399,"['AW0', 'V', 'B']","['AW', 'V', 'B']",1,VCC,3
8400,"['V', 'D', 'AH0']","['V', 'D', 'AH']",-1,CCV,3
8401,"['AH0', 'V', 'D']","['AH', 'V', 'D']",1,VCC,3
8402,"['V', 'D', 'OY0']","['V', 'D', 'OY']",-1,CCV,3
8403,"['OY0', 'V', 'D']","['OY', 'V', 'D']",1,VCC,3
8404,"['V', 'D', 'AA0']","['V', 'D', 'AA']",-1,CCV,3
8405,"['AA0', 'V', 'D']","['AA', 'V', 'D']",1,VCC,3
8406,"['V', 'D', 'AY0']","['V', 'D', 'AY']",-1,CCV,3
8407,"['AY0', 'V', 'D']","['AY', 'V', 'D']",1,VCC,3
8408,"['V', 'D', 'ER0']","['V', 'D', 'ER']",-1,CCV,3
8409,"['ER0', 'V', 'D']","['ER', 'V', 'D']",1,VCC,3
8410,"['V', 'D', 'AO0']","['V', 'D', 'AO']",-1,CCV,3
8411,"['AO0', 'V', 'D']","['AO', 'V', 'D']",1,VCC,3
8412,"['V', 'D', 'UW0']","['V', 'D', 'UW']",-1,CCV,3
8413,"['UW0', 'V', 'D']","['UW', 'V', 'D']",1,VCC,3
8414,"['V', 'D', 'IH0']","['V', 'D', 'IH']",-1,CCV,3
8415,"['IH0', 'V', 'D']","['IH', 'V', 'D']",1,VCC,3
8416,"['V', 'D', 'EH0']","['V', 'D', 'EH']",-1,CCV,3
8417,"['EH0', 'V', 'D']","['EH', 'V', 'D']",1,VCC,3
8418,"['V', 'D', 'UH0']","['V', 'D', 'UH']",-1,CCV,3
8419,"['UH0', 'V', 'D']","['UH', 'V', 'D']",1,VCC,3
8420,"['V', 'D', 'IY0']","['V', 'D', 'IY']",-1,CCV,3
8421,"['IY0', 'V', 'D']","['IY', 'V', 'D']",1,VCC,3
8422,"['V', 'D', 'EY0']","['V', 'D', 'EY']",-1,CCV,3
8423,"['EY0', 'V', 'D']","['EY', 'V', 'D']",1,VCC,3
8424,"['V', 'D', 'OW0']","['V', 'D', 'OW']",-1,CCV,3
8425,"['OW0', 'V', 'D']","['OW', 'V', 'D']",1,VCC,3
8426,"['V', 'D', 'AE0']","['V', 'D', 'AE']",-1,CCV,3
8427,"['AE0', 'V', 'D']","['AE', 'V', 'D']",1,VCC,3
8428,"['V', 'D', 'AW0']","['V', 'D', 'AW']",-1,CCV,3
8429,"['AW0', 'V', 'D']","['AW', 'V', 'D']",1,VCC,3
8430,"['V', 'G', 'AH0']","['V', 'G', 'AH']",-1,CCV,3
8431,"['AH0', 'V', 'G']","['AH', 'V', 'G']",1,VCC,3
8432,"['V', 'G', 'OY0']","['V', 'G', 'OY']",-1,CCV,3
8433,"['OY0', 'V', 'G']","['OY', 'V', 'G']",1,VCC,3
8434,"['V', 'G', 'AA0']","['V', 'G', 'AA']",-1,CCV,3
8435,"['AA0', 'V', 'G']","['AA', 'V', 'G']",1,VCC,3
8436,"['V', 'G', 'AY0']","['V', 'G', 'AY']",-1,CCV,3
8437,"['AY0', 'V', 'G']","['AY', 'V', 'G']",1,VCC,3
8438,"['V', 'G', 'ER0']","['V', 'G', 'ER']",-1,CCV,3
8439,"['ER0', 'V', 'G']","['ER', 'V', 'G']",1,VCC,3
8440,"['V', 'G', 'AO0']","['V', 'G', 'AO']",-1,CCV,3
8441,"['AO0', 'V', 'G']","['AO', 'V', 'G']",1,VCC,3
8442,"['V', 'G', 'UW0']","['V', 'G', 'UW']",-1,CCV,3
8443,"['UW0', 'V', 'G']","['UW', 'V', 'G']",1,VCC,3
8444,"['V', 'G', 'IH0']","['V', 'G', 'IH']",-1,CCV,3
8445,"['IH0', 'V', 'G']","['IH', 'V', 'G']",1,VCC,3
8446,"['V', 'G', 'EH0']","['V', 'G', 'EH']",-1,CCV,3
8447,"['EH0', 'V', 'G']","['EH', 'V', 'G']",1,VCC,3
8448,"['V', 'G', 'UH0']","['V', 'G', 'UH']",-1,CCV,3
8449,"['UH0', 'V', 'G']","['UH', 'V', 'G']",1,VCC,3
